#ACCESSION	ORGANISM	START	END	DETECTION
NC_020453.1	Bradyrhizobium oligotrophicum	3565352	3577548	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	3967522	3982041	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	4005837	4009849	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	4195178	4201664	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	4855656	4884565	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	4946090	4967991	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	4969411	4984797	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	4989934	4994960	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	5015128	5019581	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	5034867	5039524	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6058014	6064235	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6064804	6069615	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6780555	6787718	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6787804	6792373	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6798864	6807276	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6807620	6813859	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6814181	6820198	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	6829746	6835017	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	7324432	7342769	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	7713734	7727898	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	8133613	8143137	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	8165499	8180191	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	8181470	8195694	Islandpick
NC_020453.1	Bradyrhizobium oligotrophicum	8209083	8227070	Islandpick
NC_009485.1	Bradyrhizobium sp.	457409	468188	Islandpick
NC_009485.1	Bradyrhizobium sp.	589073	601208	Islandpick
NC_009485.1	Bradyrhizobium sp.	613487	633594	Islandpick
NC_009485.1	Bradyrhizobium sp.	638299	646430	Islandpick
NC_009485.1	Bradyrhizobium sp.	1022962	1042426	Islandpick
NC_009485.1	Bradyrhizobium sp.	1060099	1067903	Islandpick
NC_009485.1	Bradyrhizobium sp.	1115596	1124116	Islandpick
NC_009485.1	Bradyrhizobium sp.	1294965	1300237	Islandpick
NC_009485.1	Bradyrhizobium sp.	1306538	1326962	Islandpick
NC_009485.1	Bradyrhizobium sp.	1328363	1336213	Islandpick
NC_009485.1	Bradyrhizobium sp.	1341621	1353529	Islandpick
NC_009485.1	Bradyrhizobium sp.	1490514	1500685	Islandpick
NC_009485.1	Bradyrhizobium sp.	1514538	1526820	Islandpick
NC_009485.1	Bradyrhizobium sp.	1532525	1543716	Islandpick
NC_009485.1	Bradyrhizobium sp.	1582465	1586684	Islandpick
NC_009485.1	Bradyrhizobium sp.	1597799	1603284	Islandpick
NC_009485.1	Bradyrhizobium sp.	1608962	1615815	Islandpick
NC_009485.1	Bradyrhizobium sp.	1621031	1627959	Islandpick
NC_009485.1	Bradyrhizobium sp.	1628980	1635452	Islandpick
NC_009485.1	Bradyrhizobium sp.	1638627	1663348	Islandpick
NC_009485.1	Bradyrhizobium sp.	1964353	1968744	Islandpick
NC_009485.1	Bradyrhizobium sp.	1968929	1976237	Islandpick
NC_009485.1	Bradyrhizobium sp.	1990622	1994743	Islandpick
NC_009485.1	Bradyrhizobium sp.	2004202	2009759	Islandpick
NC_009485.1	Bradyrhizobium sp.	2009822	2023235	Islandpick
NC_009485.1	Bradyrhizobium sp.	2024212	2035623	Islandpick
NC_009485.1	Bradyrhizobium sp.	2583273	2587469	Islandpick
NC_009485.1	Bradyrhizobium sp.	2595195	2604650	Islandpick
NC_009485.1	Bradyrhizobium sp.	2606368	2612411	Islandpick
NC_009485.1	Bradyrhizobium sp.	2618831	2628165	Islandpick
NC_009485.1	Bradyrhizobium sp.	2654371	2659276	Islandpick
NC_009485.1	Bradyrhizobium sp.	2659488	2666876	Islandpick
NC_009485.1	Bradyrhizobium sp.	2682398	2694925	Islandpick
NC_009485.1	Bradyrhizobium sp.	2721607	2742947	Islandpick
NC_009485.1	Bradyrhizobium sp.	2753863	2758631	Islandpick
NC_009485.1	Bradyrhizobium sp.	3341469	3345503	Islandpick
NC_009485.1	Bradyrhizobium sp.	3415283	3420574	Islandpick
NC_009485.1	Bradyrhizobium sp.	3428023	3433817	Islandpick
NC_009485.1	Bradyrhizobium sp.	3464292	3469956	Islandpick
NC_009485.1	Bradyrhizobium sp.	3470879	3475820	Islandpick
NC_009485.1	Bradyrhizobium sp.	3530641	3544152	Islandpick
NC_009485.1	Bradyrhizobium sp.	3556573	3562437	Islandpick
NC_009485.1	Bradyrhizobium sp.	3563301	3571288	Islandpick
NC_009485.1	Bradyrhizobium sp.	3582786	3588941	Islandpick
NC_009485.1	Bradyrhizobium sp.	3594418	3598535	Islandpick
NC_009485.1	Bradyrhizobium sp.	4089875	4096130	Islandpick
NC_009485.1	Bradyrhizobium sp.	4394493	4398894	Islandpick
NC_009485.1	Bradyrhizobium sp.	5080809	5087681	Islandpick
NC_009485.1	Bradyrhizobium sp.	5192027	5197512	Islandpick
NC_009485.1	Bradyrhizobium sp.	5198810	5211296	Islandpick
NC_009485.1	Bradyrhizobium sp.	6017428	6048889	Islandpick
NC_009485.1	Bradyrhizobium sp.	6234512	6239775	Islandpick
NC_009485.1	Bradyrhizobium sp.	6240318	6244867	Islandpick
NC_009485.1	Bradyrhizobium sp.	6251063	6258857	Islandpick
NC_009485.1	Bradyrhizobium sp.	6619223	6625298	Islandpick
NC_009485.1	Bradyrhizobium sp.	6627765	6633091	Islandpick
NC_009485.1	Bradyrhizobium sp.	6637328	6651902	Islandpick
NC_009485.1	Bradyrhizobium sp.	6851107	6865400	Islandpick
NC_009485.1	Bradyrhizobium sp.	6909228	6916947	Islandpick
NC_009485.1	Bradyrhizobium sp.	7602275	7616072	Islandpick
NC_009485.1	Bradyrhizobium sp.	7616260	7624525	Islandpick
NC_009485.1	Bradyrhizobium sp.	7631746	7643152	Islandpick
NC_009485.1	Bradyrhizobium sp.	7649889	7655897	Islandpick
NC_009485.1	Bradyrhizobium sp.	7657477	7661738	Islandpick
NC_009485.1	Bradyrhizobium sp.	7664005	7672673	Islandpick
NC_009485.1	Bradyrhizobium sp.	7682357	7688216	Islandpick
NC_009485.1	Bradyrhizobium sp.	8093739	8100876	Islandpick
NC_009485.1	Bradyrhizobium sp.	8145217	8151034	Islandpick
NC_009485.1	Bradyrhizobium sp.	8151333	8158495	Islandpick
NC_009485.1	Bradyrhizobium sp.	8160362	8174543	Islandpick
NC_009485.1	Bradyrhizobium sp.	8174662	8181127	Islandpick
NC_009485.1	Bradyrhizobium sp.	8182467	8188746	Islandpick
NC_009485.1	Bradyrhizobium sp.	8189043	8195345	Islandpick
NC_009485.1	Bradyrhizobium sp.	8195398	8201821	Islandpick
NC_009485.1	Bradyrhizobium sp.	8204264	8209138	Islandpick
NC_009485.1	Bradyrhizobium sp.	8209353	8217271	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	552448	556497	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1075838	1089957	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1091195	1097886	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1107208	1111790	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1118120	1131864	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1489816	1495123	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1582241	1587221	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1672115	1678800	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	1686802	1696704	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2266765	2271201	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2275803	2284300	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2307565	2319545	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2319766	2331294	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2334321	2353378	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2473672	2480012	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2485212	2496021	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2502223	2511899	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2544673	2551316	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	2882021	2888355	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	3325601	3342344	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	3344800	3352321	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	3682691	3686840	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	4135587	4140780	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	4165601	4171700	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	4202175	4209559	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	5085302	5101703	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	5564434	5569410	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	5637461	5643899	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	5644483	5648593	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	5649041	5653620	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	5656046	5661699	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6023953	6029734	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6029941	6043995	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6050790	6056159	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6138319	6142835	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6157557	6161926	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6177075	6183576	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6183863	6201113	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6219102	6224006	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6278302	6284202	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6289403	6296630	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6298447	6318380	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6332443	6352406	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6352601	6368983	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6370484	6385135	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6395515	6404310	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6408540	6420558	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6426546	6431819	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6444016	6462106	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6462628	6468233	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6476420	6488871	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6514271	6525549	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6538632	6553433	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6557303	6561420	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6563840	6572498	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6574527	6607602	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6628904	6651669	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6651749	6659017	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6659458	6663572	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6666465	6671983	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6673112	6678316	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6678426	6683450	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6686306	6696718	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6698320	6706318	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6720758	6752145	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6752317	6756823	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6805294	6810684	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6827158	6831382	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	6908558	6915052	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	7309527	7318132	Islandpick
NZ_CP013949.1	Bradyrhizobium sp.	7323206	7355749	Islandpick
NC_009445.1	Bradyrhizobium sp.	832686	837962	Islandpick
NC_009445.1	Bradyrhizobium sp.	842010	866710	Islandpick
NC_009445.1	Bradyrhizobium sp.	879023	886202	Islandpick
NC_009445.1	Bradyrhizobium sp.	886679	890970	Islandpick
NC_009445.1	Bradyrhizobium sp.	1319946	1345942	Islandpick
NC_009445.1	Bradyrhizobium sp.	1348879	1358229	Islandpick
NC_009445.1	Bradyrhizobium sp.	1398573	1406477	Islandpick
NC_009445.1	Bradyrhizobium sp.	1470981	1475544	Islandpick
NC_009445.1	Bradyrhizobium sp.	1617912	1622249	Islandpick
NC_009445.1	Bradyrhizobium sp.	2199955	2206757	Islandpick
NC_009445.1	Bradyrhizobium sp.	2313636	2317652	Islandpick
NC_009445.1	Bradyrhizobium sp.	2319542	2350890	Islandpick
NC_009445.1	Bradyrhizobium sp.	2363306	2368683	Islandpick
NC_009445.1	Bradyrhizobium sp.	2378488	2388700	Islandpick
NC_009445.1	Bradyrhizobium sp.	2393674	2406318	Islandpick
NC_009445.1	Bradyrhizobium sp.	2437287	2444516	Islandpick
NC_009445.1	Bradyrhizobium sp.	2803403	2810662	Islandpick
NC_009445.1	Bradyrhizobium sp.	3407596	3417793	Islandpick
NC_009445.1	Bradyrhizobium sp.	3708503	3713379	Islandpick
NC_009445.1	Bradyrhizobium sp.	3802406	3808376	Islandpick
NC_009445.1	Bradyrhizobium sp.	3974694	3978754	Islandpick
NC_009445.1	Bradyrhizobium sp.	4460389	4468434	Islandpick
NC_009445.1	Bradyrhizobium sp.	4556240	4583536	Islandpick
NC_009445.1	Bradyrhizobium sp.	4591542	4596602	Islandpick
NC_009445.1	Bradyrhizobium sp.	4598713	4604621	Islandpick
NC_009445.1	Bradyrhizobium sp.	4605798	4613352	Islandpick
NC_009445.1	Bradyrhizobium sp.	4938618	4950652	Islandpick
NC_009445.1	Bradyrhizobium sp.	4983326	4988454	Islandpick
NC_009445.1	Bradyrhizobium sp.	5003303	5008254	Islandpick
NC_009445.1	Bradyrhizobium sp.	5008663	5014406	Islandpick
NC_009445.1	Bradyrhizobium sp.	5015077	5033892	Islandpick
NC_009445.1	Bradyrhizobium sp.	5393613	5402555	Islandpick
NC_009445.1	Bradyrhizobium sp.	6059915	6064225	Islandpick
NC_009445.1	Bradyrhizobium sp.	6423672	6437718	Islandpick
NC_009445.1	Bradyrhizobium sp.	6578204	6584376	Islandpick
NC_009445.1	Bradyrhizobium sp.	6626085	6645940	Islandpick
NC_009445.1	Bradyrhizobium sp.	6654792	6661264	Islandpick
NC_009445.1	Bradyrhizobium sp.	6661424	6670865	Islandpick
NC_009445.1	Bradyrhizobium sp.	7195079	7205275	Islandpick
NC_009445.1	Bradyrhizobium sp.	7319106	7331046	Islandpick
NC_009445.1	Bradyrhizobium sp.	7333422	7357106	Islandpick
NC_009445.1	Bradyrhizobium sp.	7358038	7381961	Islandpick
NC_017082.1	Bradyrhizobium sp.	528780	548516	Islandpick
NC_017082.1	Bradyrhizobium sp.	567255	583497	Islandpick
NC_017082.1	Bradyrhizobium sp.	2370896	2376061	Islandpick
NC_017082.1	Bradyrhizobium sp.	2376836	2391295	Islandpick
NC_017082.1	Bradyrhizobium sp.	2886239	2901263	Islandpick
NC_017082.1	Bradyrhizobium sp.	2934716	2941748	Islandpick
NC_017082.1	Bradyrhizobium sp.	3367273	3373954	Islandpick
NC_017082.1	Bradyrhizobium sp.	3692628	3696981	Islandpick
NC_017082.1	Bradyrhizobium sp.	3915569	3938132	Islandpick
NC_017082.1	Bradyrhizobium sp.	3988024	3997138	Islandpick
NC_017082.1	Bradyrhizobium sp.	4656023	4661911	Islandpick
NC_017082.1	Bradyrhizobium sp.	5464546	5472827	Islandpick
NC_017082.1	Bradyrhizobium sp.	5795662	5806643	Islandpick
NC_017082.1	Bradyrhizobium sp.	5807092	5811715	Islandpick
NC_017082.1	Bradyrhizobium sp.	5812107	5827253	Islandpick
NC_017082.1	Bradyrhizobium sp.	6458540	6466215	Islandpick
NC_017082.1	Bradyrhizobium sp.	6469575	6491463	Islandpick
NC_017082.1	Bradyrhizobium sp.	6492290	6498467	Islandpick
NC_017082.1	Bradyrhizobium sp.	6503787	6513079	Islandpick
NC_017082.1	Bradyrhizobium sp.	6513502	6533959	Islandpick
NC_017082.1	Bradyrhizobium sp.	6692625	6698920	Islandpick
NC_017082.1	Bradyrhizobium sp.	6856976	6861571	Islandpick
NC_017082.1	Bradyrhizobium sp.	6863417	6869286	Islandpick
NC_013118.1	Brucella microti	1038876	1050620	Islandpick
NC_015858.1	Brucella pinnipedialis	519500	536554	Islandpick
NC_015858.1	Brucella pinnipedialis	536816	564776	Islandpick
NC_015858.1	Brucella pinnipedialis	564947	570009	Islandpick
NC_004311.2	Brucella suis	347145	361670	Islandpick
NC_010167.1	Brucella suis	148989	157414	Islandpick
NC_010167.1	Brucella suis	345345	366558	Islandpick
NC_010167.1	Brucella suis	366650	374345	Islandpick
NC_010167.1	Brucella suis	391544	398897	Islandpick
NC_010167.1	Brucella suis	769733	776251	Islandpick
NC_010167.1	Brucella suis	788055	793987	Islandpick
NC_010167.1	Brucella suis	806117	818885	Islandpick
NC_010167.1	Brucella suis	866096	879879	Islandpick
NC_010167.1	Brucella suis	880301	886922	Islandpick
NC_010167.1	Brucella suis	888125	911128	Islandpick
NC_010167.1	Brucella suis	912448	917417	Islandpick
NC_010167.1	Brucella suis	925195	931553	Islandpick
NC_010167.1	Brucella suis	938981	945725	Islandpick
NC_010167.1	Brucella suis	947540	956649	Islandpick
NC_010167.1	Brucella suis	958410	963485	Islandpick
NC_010167.1	Brucella suis	967730	972945	Islandpick
NC_010167.1	Brucella suis	973004	982448	Islandpick
NC_010167.1	Brucella suis	987960	995975	Islandpick
NC_010167.1	Brucella suis	996088	1007958	Islandpick
NC_010167.1	Brucella suis	1008029	1047799	Islandpick
NC_010167.1	Brucella suis	1050387	1054393	Islandpick
NC_010167.1	Brucella suis	1054453	1069361	Islandpick
NC_010167.1	Brucella suis	1076432	1082788	Islandpick
NC_010167.1	Brucella suis	1082987	1089143	Islandpick
NC_010167.1	Brucella suis	1337298	1342898	Islandpick
NC_010167.1	Brucella suis	1347174	1351294	Islandpick
NC_010167.1	Brucella suis	1351372	1373401	Islandpick
NC_010167.1	Brucella suis	1374833	1383974	Islandpick
NC_010167.1	Brucella suis	1385776	1398301	Islandpick
NC_016775.1	Brucella suis	343360	361642	Islandpick
NZ_CP006962.1	Brucella suis	343347	353298	Islandpick
NZ_CP007692.1	Brucella suis	105414	111226	Islandpick
NZ_CP007692.1	Brucella suis	316471	327564	Islandpick
NZ_CP007692.1	Brucella suis	331324	335821	Islandpick
NZ_CP007692.1	Brucella suis	341346	345536	Islandpick
NZ_CP007692.1	Brucella suis	359955	370085	Islandpick
NZ_CP007692.1	Brucella suis	742006	747093	Islandpick
NZ_CP007692.1	Brucella suis	756616	764812	Islandpick
NZ_CP007692.1	Brucella suis	776943	781017	Islandpick
NZ_CP007692.1	Brucella suis	836922	842873	Islandpick
NZ_CP007692.1	Brucella suis	842990	851907	Islandpick
NZ_CP007692.1	Brucella suis	852857	857748	Islandpick
NZ_CP007692.1	Brucella suis	858951	864566	Islandpick
NZ_CP007692.1	Brucella suis	864849	870109	Islandpick
NZ_CP007692.1	Brucella suis	874140	880764	Islandpick
NZ_CP007692.1	Brucella suis	883274	888243	Islandpick
NZ_CP007692.1	Brucella suis	896982	902434	Islandpick
NZ_CP007692.1	Brucella suis	909162	916234	Islandpick
NZ_CP007692.1	Brucella suis	938510	943691	Islandpick
NZ_CP007692.1	Brucella suis	943779	956717	Islandpick
NZ_CP007692.1	Brucella suis	958737	966752	Islandpick
NZ_CP007692.1	Brucella suis	966865	975966	Islandpick
NZ_CP007692.1	Brucella suis	978798	1013834	Islandpick
NZ_CP007692.1	Brucella suis	1013919	1018577	Islandpick
NZ_CP007692.1	Brucella suis	1021165	1025171	Islandpick
NZ_CP007692.1	Brucella suis	1025231	1040150	Islandpick
NZ_CP007692.1	Brucella suis	1041176	1053577	Islandpick
NZ_CP007692.1	Brucella suis	1299399	1311692	Islandpick
NZ_CP007692.1	Brucella suis	1315960	1320080	Islandpick
NZ_CP007692.1	Brucella suis	1320140	1342187	Islandpick
NZ_CP007692.1	Brucella suis	1343619	1352760	Islandpick
NZ_CP007692.1	Brucella suis	1354562	1367087	Islandpick
NZ_CP007692.1	Brucella suis	1379294	1386482	Islandpick
NZ_CP007692.1	Brucella suis	1388662	1393020	Islandpick
NZ_CP007694.1	Brucella suis	101753	106625	Islandpick
NZ_CP007694.1	Brucella suis	106712	111273	Islandpick
NZ_CP007694.1	Brucella suis	120359	125865	Islandpick
NZ_CP007694.1	Brucella suis	316582	337432	Islandpick
NZ_CP007694.1	Brucella suis	340650	345581	Islandpick
NZ_CP007694.1	Brucella suis	360642	370133	Islandpick
NZ_CP007694.1	Brucella suis	742069	747132	Islandpick
NZ_CP007694.1	Brucella suis	756690	764850	Islandpick
NZ_CP007694.1	Brucella suis	776980	789748	Islandpick
NZ_CP007694.1	Brucella suis	837144	850741	Islandpick
NZ_CP007694.1	Brucella suis	853519	859159	Islandpick
NZ_CP007694.1	Brucella suis	859362	881991	Islandpick
NZ_CP007694.1	Brucella suis	885194	891586	Islandpick
NZ_CP007694.1	Brucella suis	896058	903607	Islandpick
NZ_CP007694.1	Brucella suis	909199	916271	Islandpick
NZ_CP007694.1	Brucella suis	920995	927502	Islandpick
NZ_CP007694.1	Brucella suis	929241	934287	Islandpick
NZ_CP007694.1	Brucella suis	938508	943723	Islandpick
NZ_CP007694.1	Brucella suis	943782	956718	Islandpick
NZ_CP007694.1	Brucella suis	958738	966753	Islandpick
NZ_CP007694.1	Brucella suis	978807	1018585	Islandpick
NZ_CP007694.1	Brucella suis	1021173	1025180	Islandpick
NZ_CP007694.1	Brucella suis	1029367	1040159	Islandpick
NZ_CP007694.1	Brucella suis	1040245	1053713	Islandpick
NZ_CP007694.1	Brucella suis	1299409	1308023	Islandpick
NZ_CP007694.1	Brucella suis	1320178	1342194	Islandpick
NZ_CP007694.1	Brucella suis	1343626	1352767	Islandpick
NZ_CP007694.1	Brucella suis	1354569	1367094	Islandpick
NZ_CP007694.1	Brucella suis	1379335	1386388	Islandpick
NZ_CP007694.1	Brucella suis	1388703	1396420	Islandpick
NZ_CP007698.1	Brucella suis	188500	193796	Islandpick
NZ_CP007698.1	Brucella suis	316542	337821	Islandpick
NZ_CP007698.1	Brucella suis	340368	345608	Islandpick
NZ_CP007698.1	Brucella suis	362807	370160	Islandpick
NZ_CP007698.1	Brucella suis	741513	748031	Islandpick
NZ_CP007698.1	Brucella suis	760542	765767	Islandpick
NZ_CP007698.1	Brucella suis	777897	792097	Islandpick
NZ_CP007698.1	Brucella suis	838062	866510	Islandpick
NZ_CP007698.1	Brucella suis	884229	892183	Islandpick
NZ_CP007698.1	Brucella suis	896976	903389	Islandpick
NZ_CP007698.1	Brucella suis	910117	917506	Islandpick
NZ_CP007698.1	Brucella suis	918349	928621	Islandpick
NZ_CP007698.1	Brucella suis	930198	935259	Islandpick
NZ_CP007698.1	Brucella suis	939504	944719	Islandpick
NZ_CP007698.1	Brucella suis	944770	954222	Islandpick
NZ_CP007698.1	Brucella suis	987108	1019573	Islandpick
NZ_CP007698.1	Brucella suis	1022161	1026167	Islandpick
NZ_CP007698.1	Brucella suis	1026227	1041146	Islandpick
NZ_CP007698.1	Brucella suis	1042172	1054573	Islandpick
NZ_CP007698.1	Brucella suis	1054772	1060928	Islandpick
NZ_CP007698.1	Brucella suis	1302400	1314693	Islandpick
NZ_CP007698.1	Brucella suis	1318969	1323089	Islandpick
NZ_CP007698.1	Brucella suis	1323167	1345195	Islandpick
NZ_CP007698.1	Brucella suis	1346627	1355768	Islandpick
NZ_CP007698.1	Brucella suis	1357570	1370096	Islandpick
NZ_CP007698.1	Brucella suis	1382303	1389491	Islandpick
NZ_CP007698.1	Brucella suis	1391755	1396113	Islandpick
NZ_CP007721.1	Brucella suis	188500	193789	Islandpick
NZ_CP007721.1	Brucella suis	316542	321048	Islandpick
NZ_CP007721.1	Brucella suis	321984	332972	Islandpick
NZ_CP007721.1	Brucella suis	338399	345608	Islandpick
NZ_CP007721.1	Brucella suis	362807	368651	Islandpick
NZ_CP007721.1	Brucella suis	741530	748048	Islandpick
NZ_CP007721.1	Brucella suis	759852	765784	Islandpick
NZ_CP007721.1	Brucella suis	777914	792114	Islandpick
NZ_CP007721.1	Brucella suis	838079	849350	Islandpick
NZ_CP007721.1	Brucella suis	849721	858601	Islandpick
NZ_CP007721.1	Brucella suis	858947	881737	Islandpick
NZ_CP007721.1	Brucella suis	884247	892522	Islandpick
NZ_CP007721.1	Brucella suis	896994	903352	Islandpick
NZ_CP007721.1	Brucella suis	910135	917207	Islandpick
NZ_CP007721.1	Brucella suis	919331	924935	Islandpick
NZ_CP007721.1	Brucella suis	930216	936334	Islandpick
NZ_CP007721.1	Brucella suis	939498	944713	Islandpick
NZ_CP007721.1	Brucella suis	944772	957985	Islandpick
NZ_CP007721.1	Brucella suis	959728	967743	Islandpick
NZ_CP007721.1	Brucella suis	967856	976956	Islandpick
NZ_CP007721.1	Brucella suis	979797	1019567	Islandpick
NZ_CP007721.1	Brucella suis	1022155	1026161	Islandpick
NZ_CP007721.1	Brucella suis	1026221	1041140	Islandpick
NZ_CP007721.1	Brucella suis	1041226	1060922	Islandpick
NZ_CP007721.1	Brucella suis	1302398	1314691	Islandpick
NZ_CP007721.1	Brucella suis	1318967	1323087	Islandpick
NZ_CP007721.1	Brucella suis	1323166	1345193	Islandpick
NZ_CP007721.1	Brucella suis	1346625	1357507	Islandpick
NZ_CP007721.1	Brucella suis	1357568	1370093	Islandpick
NZ_CP007721.1	Brucella suis	1382300	1389488	Islandpick
NZ_CP007721.1	Brucella suis	1391752	1399469	Islandpick
NZ_CP007696.1	Brucella suis	106616	111213	Islandpick
NZ_CP007696.1	Brucella suis	120315	125754	Islandpick
NZ_CP007696.1	Brucella suis	323859	335008	Islandpick
NZ_CP007696.1	Brucella suis	340278	345518	Islandpick
NZ_CP007696.1	Brucella suis	352452	356925	Islandpick
NZ_CP007696.1	Brucella suis	362714	368558	Islandpick
NZ_CP007696.1	Brucella suis	740551	747068	Islandpick
NZ_CP007696.1	Brucella suis	758809	764784	Islandpick
NZ_CP007696.1	Brucella suis	776913	789681	Islandpick
NZ_CP007696.1	Brucella suis	837076	850673	Islandpick
NZ_CP007696.1	Brucella suis	851095	881923	Islandpick
NZ_CP007696.1	Brucella suis	883243	888212	Islandpick
NZ_CP007696.1	Brucella suis	896951	902403	Islandpick
NZ_CP007696.1	Brucella suis	909131	916203	Islandpick
NZ_CP007696.1	Brucella suis	918335	927442	Islandpick
NZ_CP007696.1	Brucella suis	929187	934234	Islandpick
NZ_CP007696.1	Brucella suis	938479	943694	Islandpick
NZ_CP007696.1	Brucella suis	943753	956963	Islandpick
NZ_CP007696.1	Brucella suis	958706	966721	Islandpick
NZ_CP007696.1	Brucella suis	966834	978703	Islandpick
NZ_CP007696.1	Brucella suis	978774	996803	Islandpick
NZ_CP007696.1	Brucella suis	1003106	1013802	Islandpick
NZ_CP007696.1	Brucella suis	1013887	1018545	Islandpick
