#ACCESSION	ORGANISM	START	END	DETECTION
NC_020260.1	Cronobacter sakazakii	339337	343522	Sigi
NC_020260.1	Cronobacter sakazakii	610388	615318	Sigi
NC_020260.1	Cronobacter sakazakii	618890	634121	Sigi
NC_020260.1	Cronobacter sakazakii	1118143	1123716	Sigi
NC_020260.1	Cronobacter sakazakii	1192198	1201222	Sigi
NC_020260.1	Cronobacter sakazakii	1287252	1292013	Sigi
NC_020260.1	Cronobacter sakazakii	1307854	1313224	Sigi
NC_020260.1	Cronobacter sakazakii	1624710	1631702	Sigi
NC_020260.1	Cronobacter sakazakii	2732011	2739027	Sigi
NC_020260.1	Cronobacter sakazakii	3284053	3289849	Sigi
NC_020260.1	Cronobacter sakazakii	3377003	3387922	Sigi
NC_020260.1	Cronobacter sakazakii	3390460	3396955	Sigi
NC_020260.1	Cronobacter sakazakii	3940955	3946371	Sigi
NZ_CP011047.1	Cronobacter sakazakii	1172	14850	Sigi
NZ_CP011047.1	Cronobacter sakazakii	154577	161118	Sigi
NZ_CP011047.1	Cronobacter sakazakii	162553	166679	Sigi
NZ_CP011047.1	Cronobacter sakazakii	397014	404258	Sigi
NZ_CP011047.1	Cronobacter sakazakii	433516	438967	Sigi
NZ_CP011047.1	Cronobacter sakazakii	900343	904792	Sigi
NZ_CP011047.1	Cronobacter sakazakii	1647846	1653310	Sigi
NZ_CP011047.1	Cronobacter sakazakii	2214711	2221295	Sigi
NZ_CP011047.1	Cronobacter sakazakii	2233804	2240306	Sigi
NZ_CP011047.1	Cronobacter sakazakii	2264202	2269664	Sigi
NZ_CP011047.1	Cronobacter sakazakii	2515322	2522032	Sigi
NZ_CP011047.1	Cronobacter sakazakii	2589207	2598104	Sigi
NZ_CP011047.1	Cronobacter sakazakii	2637067	2642097	Sigi
NZ_CP011047.1	Cronobacter sakazakii	2862939	2868830	Sigi
NZ_CP011047.1	Cronobacter sakazakii	3358481	3366289	Sigi
NZ_CP011047.1	Cronobacter sakazakii	4465336	4476628	Sigi
NZ_CP011047.1	Cronobacter sakazakii	4485343	4498216	Sigi
NZ_CP012253.1	Cronobacter sakazakii	274366	284720	Sigi
NZ_CP012253.1	Cronobacter sakazakii	426272	435496	Sigi
NZ_CP012253.1	Cronobacter sakazakii	589425	594355	Sigi
NZ_CP012253.1	Cronobacter sakazakii	605501	612640	Sigi
NZ_CP012253.1	Cronobacter sakazakii	1029588	1036269	Sigi
NZ_CP012253.1	Cronobacter sakazakii	1138580	1144153	Sigi
NZ_CP012253.1	Cronobacter sakazakii	1212635	1221659	Sigi
NZ_CP012253.1	Cronobacter sakazakii	1307689	1312450	Sigi
NZ_CP012253.1	Cronobacter sakazakii	1328291	1333661	Sigi
NZ_CP012253.1	Cronobacter sakazakii	2732540	2738331	Sigi
NZ_CP012253.1	Cronobacter sakazakii	3283345	3289141	Sigi
NZ_CP012253.1	Cronobacter sakazakii	3376348	3381945	Sigi
NZ_CP012253.1	Cronobacter sakazakii	3926174	3931590	Sigi
NZ_CP012257.1	Cronobacter universalis	71820	76285	Sigi
NZ_CP012257.1	Cronobacter universalis	224022	276276	Sigi
NZ_CP012257.1	Cronobacter universalis	573738	578427	Sigi
NZ_CP012257.1	Cronobacter universalis	579436	594333	Sigi
NZ_CP012257.1	Cronobacter universalis	1749162	1756571	Sigi
NZ_CP012257.1	Cronobacter universalis	1760252	1764622	Sigi
NZ_CP012257.1	Cronobacter universalis	1863410	1867677	Sigi
NZ_CP012257.1	Cronobacter universalis	2044652	2052468	Sigi
NZ_CP012257.1	Cronobacter universalis	2057087	2062194	Sigi
NZ_CP012257.1	Cronobacter universalis	2076377	2085734	Sigi
NZ_CP012257.1	Cronobacter universalis	2762124	2766872	Sigi
NZ_CP012257.1	Cronobacter universalis	3138608	3143043	Sigi
NZ_CP012257.1	Cronobacter universalis	3439014	3444641	Sigi
NZ_CP012257.1	Cronobacter universalis	4177608	4181818	Sigi
NC_013170.1	Cryptobacterium curtum	315654	323469	Sigi
NC_013170.1	Cryptobacterium curtum	327074	342436	Sigi
NZ_CP010536.1	Cupriavidus basilensis	7126	36430	Sigi
NZ_CP010536.1	Cupriavidus basilensis	56863	61363	Sigi
NZ_CP010536.1	Cupriavidus basilensis	919110	927563	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1448662	1455624	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1460217	1464452	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1483875	1490961	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1492751	1523551	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1533644	1546039	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1655951	1663023	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1769387	1773805	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1775352	1784357	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1789381	1793848	Sigi
NZ_CP010536.1	Cupriavidus basilensis	1881726	1886144	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2002798	2007063	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2093096	2097921	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2108661	2113229	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2129663	2135271	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2165411	2173568	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2218656	2225124	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2239110	2245334	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2478966	2483627	Sigi
NZ_CP010536.1	Cupriavidus basilensis	2709044	2718567	Sigi
NZ_CP010536.1	Cupriavidus basilensis	3396239	3401123	Sigi
NZ_CP010536.1	Cupriavidus basilensis	3542061	3554512	Sigi
NZ_CP010536.1	Cupriavidus basilensis	3557516	3565926	Sigi
NZ_CP010536.1	Cupriavidus basilensis	3594636	3607483	Sigi
NZ_CP010536.1	Cupriavidus basilensis	3983182	3993313	Sigi
NZ_CP010536.1	Cupriavidus basilensis	4036220	4043160	Sigi
NZ_CP010536.1	Cupriavidus basilensis	4052776	4058403	Sigi
NZ_CP010536.1	Cupriavidus basilensis	4060913	4077957	Sigi
NZ_CP010537.1	Cupriavidus basilensis	574902	588237	Sigi
NZ_CP010537.1	Cupriavidus basilensis	590306	604054	Sigi
NZ_CP010537.1	Cupriavidus basilensis	656009	660319	Sigi
NZ_CP010537.1	Cupriavidus basilensis	662441	667139	Sigi
NZ_CP010537.1	Cupriavidus basilensis	671341	683049	Sigi
NZ_CP010537.1	Cupriavidus basilensis	704649	709486	Sigi
NZ_CP010537.1	Cupriavidus basilensis	717328	733004	Sigi
NZ_CP010537.1	Cupriavidus basilensis	750726	772415	Sigi
NZ_CP010537.1	Cupriavidus basilensis	777478	821514	Sigi
NZ_CP010537.1	Cupriavidus basilensis	989279	999301	Sigi
NZ_CP010537.1	Cupriavidus basilensis	1010592	1028052	Sigi
NZ_CP010537.1	Cupriavidus basilensis	1035335	1044387	Sigi
NZ_CP010537.1	Cupriavidus basilensis	1120710	1124855	Sigi
NZ_CP010537.1	Cupriavidus basilensis	1534751	1541666	Sigi
NZ_CP010537.1	Cupriavidus basilensis	1544874	1549471	Sigi
NZ_CP010537.1	Cupriavidus basilensis	2003532	2017588	Sigi
NZ_CP010537.1	Cupriavidus basilensis	2034422	2047737	Sigi
NZ_CP010537.1	Cupriavidus basilensis	2052380	2093267	Sigi
NZ_CP010537.1	Cupriavidus basilensis	2095878	2110213	Sigi
NZ_CP010537.1	Cupriavidus basilensis	2482957	2487384	Sigi
NZ_CP010537.1	Cupriavidus basilensis	2810380	2816492	Sigi
NZ_CP010537.1	Cupriavidus basilensis	2857770	2878104	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3051148	3064855	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3074344	3089884	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3182372	3189539	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3378079	3401907	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3405983	3414026	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3420246	3453857	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3501820	3507032	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3717091	3735763	Sigi
NZ_CP010537.1	Cupriavidus basilensis	3776555	3831371	Sigi
NC_007973.1	Cupriavidus metallidurans	1407891	1414307	Sigi
NC_007973.1	Cupriavidus metallidurans	1795768	1802904	Sigi
NC_007973.1	Cupriavidus metallidurans	2359623	2377771	Sigi
NC_007973.1	Cupriavidus metallidurans	2780834	2785938	Sigi
NC_007973.1	Cupriavidus metallidurans	2898606	2903272	Sigi
NC_007973.1	Cupriavidus metallidurans	2961693	2967844	Sigi
NC_007973.1	Cupriavidus metallidurans	3090545	3096769	Sigi
NC_008313.1	Ralstonia eutropha	26086	35474	Sigi
NC_008313.1	Ralstonia eutropha	40214	46362	Sigi
NC_008313.1	Ralstonia eutropha	651368	657449	Sigi
NC_008313.1	Ralstonia eutropha	697450	710235	Sigi
NC_008313.1	Ralstonia eutropha	892839	908632	Sigi
NC_008313.1	Ralstonia eutropha	921809	927194	Sigi
NC_008313.1	Ralstonia eutropha	935476	940096	Sigi
NC_008313.1	Ralstonia eutropha	943117	950578	Sigi
NC_008313.1	Ralstonia eutropha	1618600	1625445	Sigi
NC_008313.1	Ralstonia eutropha	1798594	1802748	Sigi
NC_008313.1	Ralstonia eutropha	1837408	1844506	Sigi
NC_008313.1	Ralstonia eutropha	1882319	1894831	Sigi
NC_008313.1	Ralstonia eutropha	1932881	1937199	Sigi
NC_008313.1	Ralstonia eutropha	1970714	1975565	Sigi
NC_008313.1	Ralstonia eutropha	1979547	1986358	Sigi
NC_008313.1	Ralstonia eutropha	2005650	2010297	Sigi
NC_008313.1	Ralstonia eutropha	2023782	2029688	Sigi
NC_008313.1	Ralstonia eutropha	2058417	2063532	Sigi
NC_008313.1	Ralstonia eutropha	2147308	2160415	Sigi
NC_008313.1	Ralstonia eutropha	2177060	2183342	Sigi
NC_008313.1	Ralstonia eutropha	2196011	2203070	Sigi
NC_008313.1	Ralstonia eutropha	2290859	2296408	Sigi
NC_008313.1	Ralstonia eutropha	2320920	2330200	Sigi
NC_008313.1	Ralstonia eutropha	2365899	2370483	Sigi
NC_008313.1	Ralstonia eutropha	2383940	2388179	Sigi
NC_008313.1	Ralstonia eutropha	2633871	2643500	Sigi
NC_008313.1	Ralstonia eutropha	2694136	2706952	Sigi
NC_008313.1	Ralstonia eutropha	3116576	3144343	Sigi
NC_008313.1	Ralstonia eutropha	3455034	3459261	Sigi
NC_008313.1	Ralstonia eutropha	3464096	3491461	Sigi
NC_008314.1	Ralstonia eutropha	17145	27335	Sigi
NC_008314.1	Ralstonia eutropha	29983	38129	Sigi
NC_008314.1	Ralstonia eutropha	317502	323793	Sigi
NC_008314.1	Ralstonia eutropha	336038	340445	Sigi
NC_008314.1	Ralstonia eutropha	392906	398089	Sigi
NC_008314.1	Ralstonia eutropha	490069	505852	Sigi
NC_008314.1	Ralstonia eutropha	509531	513785	Sigi
NC_008314.1	Ralstonia eutropha	525088	533179	Sigi
NC_008314.1	Ralstonia eutropha	690558	696950	Sigi
NC_008314.1	Ralstonia eutropha	1208222	1215727	Sigi
NC_008314.1	Ralstonia eutropha	1484317	1497038	Sigi
NC_008314.1	Ralstonia eutropha	1564484	1571142	Sigi
NC_008314.1	Ralstonia eutropha	1571585	1584482	Sigi
NC_008314.1	Ralstonia eutropha	1825223	1841389	Sigi
NC_008314.1	Ralstonia eutropha	1966124	1980013	Sigi
NC_008314.1	Ralstonia eutropha	1990669	1994976	Sigi
NC_008314.1	Ralstonia eutropha	2247398	2254379	Sigi
NC_008314.1	Ralstonia eutropha	2274392	2279364	Sigi
NC_008314.1	Ralstonia eutropha	2751281	2789597	Sigi
NC_015726.1	Cupriavidus necator	29057	36198	Sigi
NC_015726.1	Cupriavidus necator	40642	45540	Sigi
NC_015726.1	Cupriavidus necator	414079	419422	Sigi
NC_015726.1	Cupriavidus necator	1200111	1205066	Sigi
NC_015726.1	Cupriavidus necator	1221963	1229725	Sigi
NC_015726.1	Cupriavidus necator	1374485	1380878	Sigi
NC_015726.1	Cupriavidus necator	1758080	1767178	Sigi
NC_015726.1	Cupriavidus necator	1819585	1834042	Sigi
NC_015726.1	Cupriavidus necator	1856687	1864345	Sigi
NC_015726.1	Cupriavidus necator	1869585	1874253	Sigi
NC_015726.1	Cupriavidus necator	1880695	1886082	Sigi
NC_015726.1	Cupriavidus necator	2012724	2016947	Sigi
NC_015726.1	Cupriavidus necator	2018248	2024385	Sigi
NC_015726.1	Cupriavidus necator	2139610	2146962	Sigi
NC_015726.1	Cupriavidus necator	2162671	2168004	Sigi
NC_015726.1	Cupriavidus necator	2183487	2187671	Sigi
NC_015726.1	Cupriavidus necator	2653125	2661665	Sigi
NC_015726.1	Cupriavidus necator	2824216	2830255	Sigi
NC_015726.1	Cupriavidus necator	2864952	2878458	Sigi
NC_015726.1	Cupriavidus necator	2925628	2930508	Sigi
NC_015726.1	Cupriavidus necator	2932133	2964191	Sigi
NC_015726.1	Cupriavidus necator	3295071	3299256	Sigi
NC_015726.1	Cupriavidus necator	3455641	3485939	Sigi
NC_015723.1	Cupriavidus necator	155384	162946	Sigi
NC_015723.1	Cupriavidus necator	290871	296761	Sigi
NC_015723.1	Cupriavidus necator	303148	312662	Sigi
NC_015723.1	Cupriavidus necator	314540	324480	Sigi
NC_015723.1	Cupriavidus necator	382475	399340	Sigi
NC_015723.1	Cupriavidus necator	412944	425294	Sigi
NC_015723.1	Cupriavidus necator	433210	439397	Sigi
NC_015723.1	Cupriavidus necator	595311	603980	Sigi
NC_015723.1	Cupriavidus necator	968913	975514	Sigi
NC_015723.1	Cupriavidus necator	1027353	1032403	Sigi
NC_015723.1	Cupriavidus necator	1051671	1060960	Sigi
NC_015723.1	Cupriavidus necator	1098525	1103050	Sigi
NC_015723.1	Cupriavidus necator	1353659	1366688	Sigi
NC_015723.1	Cupriavidus necator	1382310	1391615	Sigi
NC_015723.1	Cupriavidus necator	1441957	1460290	Sigi
NC_015723.1	Cupriavidus necator	1493632	1530074	Sigi
NC_015723.1	Cupriavidus necator	1745443	1753014	Sigi
NC_015723.1	Cupriavidus necator	2120969	2128185	Sigi
NC_015723.1	Cupriavidus necator	2553741	2562831	Sigi
NC_007347.1	Ralstonia eutropha	6870	13368	Sigi
NC_007347.1	Ralstonia eutropha	19899	28596	Sigi
NC_007347.1	Ralstonia eutropha	774604	801875	Sigi
NC_007347.1	Ralstonia eutropha	847612	852324	Sigi
NC_007347.1	Ralstonia eutropha	1220384	1233246	Sigi
NC_007347.1	Ralstonia eutropha	1272798	1283633	Sigi
NC_007347.1	Ralstonia eutropha	1314988	1320367	Sigi
NC_007347.1	Ralstonia eutropha	1599830	1610587	Sigi
NC_007347.1	Ralstonia eutropha	1739146	1743678	Sigi
NC_007347.1	Ralstonia eutropha	1753480	1759265	Sigi
NC_007347.1	Ralstonia eutropha	2430764	2434867	Sigi
NC_007347.1	Ralstonia eutropha	2646664	2652773	Sigi
NC_007347.1	Ralstonia eutropha	2721787	2725929	Sigi
NC_007347.1	Ralstonia eutropha	2890572	2895022	Sigi
NC_007347.1	Ralstonia eutropha	2907794	2913604	Sigi
NC_007347.1	Ralstonia eutropha	3196043	3200762	Sigi
NC_007347.1	Ralstonia eutropha	3217943	3222214	Sigi
NC_007347.1	Ralstonia eutropha	3619050	3624780	Sigi
NC_007348.1	Ralstonia eutropha	423583	428471	Sigi
NC_007348.1	Ralstonia eutropha	1892014	1898788	Sigi
NC_007348.1	Ralstonia eutropha	1910613	1916542	Sigi
NC_007348.1	Ralstonia eutropha	2021156	2025384	Sigi
NC_007348.1	Ralstonia eutropha	2121475	2126456	Sigi
NC_007348.1	Ralstonia eutropha	2523558	2527979	Sigi
NC_007348.1	Ralstonia eutropha	2529826	2540846	Sigi
NC_007348.1	Ralstonia eutropha	2561411	2574044	Sigi
NC_019776.1	Cyanobacterium aponinum	293941	298658	Sigi
NC_019675.1	Cyanobium gracile	109942	114023	Sigi
NC_019675.1	Cyanobium gracile	166138	171208	Sigi
NC_019675.1	Cyanobium gracile	172149	179972	Sigi
NC_019675.1	Cyanobium gracile	257002	264945	Sigi
NC_019675.1	Cyanobium gracile	268150	279230	Sigi
NC_019675.1	Cyanobium gracile	294340	315212	Sigi
NC_019675.1	Cyanobium gracile	803473	809607	Sigi
NC_019675.1	Cyanobium gracile	1323945	1332896	Sigi
NC_019675.1	Cyanobium gracile	1401044	1405692	Sigi
NC_019675.1	Cyanobium gracile	1516214	1520616	Sigi
NC_019675.1	Cyanobium gracile	1696873	1702480	Sigi
NC_019675.1	Cyanobium gracile	1706465	1712145	Sigi
NC_019675.1	Cyanobium gracile	1862425	1869028	Sigi
NC_019675.1	Cyanobium gracile	1974022	1978501	Sigi
NC_019675.1	Cyanobium gracile	1979760	1985926	Sigi
NC_019675.1	Cyanobium gracile	2188706	2201154	Sigi
NC_019675.1	Cyanobium gracile	2294891	2303515	Sigi
NC_019675.1	Cyanobium gracile	2557516	2562574	Sigi
NC_019675.1	Cyanobium gracile	3138828	3146594	Sigi
NC_019675.1	Cyanobium gracile	3249449	3254443	Sigi
NC_019675.1	Cyanobium gracile	3258539	3264450	Sigi
NC_019675.1	Cyanobium gracile	3269045	3273817	Sigi
NC_011884.1	Cyanothece sp.	398784	405861	Sigi
NC_011884.1	Cyanothece sp.	1418682	1423195	Sigi
NC_011884.1	Cyanothece sp.	1671956	1676695	Sigi
NC_011884.1	Cyanothece sp.	2005814	2011305	Sigi
NC_011884.1	Cyanothece sp.	2090783	2096424	Sigi
NC_011884.1	Cyanothece sp.	2101400	2106741	Sigi
NC_011884.1	Cyanothece sp.	2169687	2173708	Sigi
NC_011884.1	Cyanothece sp.	2426878	2432548	Sigi
NC_011884.1	Cyanothece sp.	2570432	2574873	Sigi
NC_011884.1	Cyanothece sp.	2592617	2596900	Sigi
NC_011884.1	Cyanothece sp.	3105086	3112751	Sigi
NC_011884.1	Cyanothece sp.	3123213	3128381	Sigi
NC_011884.1	Cyanothece sp.	3309546	3316991	Sigi
NC_011884.1	Cyanothece sp.	5032461	5037066	Sigi
NC_011884.1	Cyanothece sp.	5038214	5044592	Sigi
NC_014501.1	Cyanothece sp.	1140564	1145316	Sigi
NC_014501.1	Cyanothece sp.	1429362	1433426	Sigi
NZ_CP012676.1	Pseudomonas sp.	97480	101501	Sigi
NZ_CP012676.1	Pseudomonas sp.	276721	286895	Sigi
NZ_CP012676.1	Pseudomonas sp.	719510	743402	Sigi
NZ_CP012676.1	Pseudomonas sp.	1061712	1073630	Sigi
NZ_CP012676.1	Pseudomonas sp.	1343948	1349491	Sigi
NZ_CP012676.1	Pseudomonas sp.	1616355	1620703	Sigi
NZ_CP012676.1	Pseudomonas sp.	1630187	1634590	Sigi
NZ_CP012676.1	Pseudomonas sp.	1636558	1646449	Sigi
NZ_CP012676.1	Pseudomonas sp.	2187978	2197735	Sigi
NZ_CP012676.1	Pseudomonas sp.	2201014	2215500	Sigi
NZ_CP012676.1	Pseudomonas sp.	2758893	2769261	Sigi
NZ_CP012676.1	Pseudomonas sp.	2979465	2992887	Sigi
NZ_CP012676.1	Pseudomonas sp.	3676319	3690016	Sigi
NZ_CP012676.1	Pseudomonas sp.	4490831	4495813	Sigi
NZ_CP012676.1	Pseudomonas sp.	5025626	5034672	Sigi
NC_018697.1	Cycloclasticus sp.	1197060	1203013	Sigi
NC_018697.1	Cycloclasticus sp.	1371042	1375777	Sigi
NC_021917.1	Cycloclasticus zancles	202602	209776	Sigi
NC_021917.1	Cycloclasticus zancles	972857	978165	Sigi
NC_021917.1	Cycloclasticus zancles	2167182	2172401	Sigi
NC_021917.1	Cycloclasticus zancles	2547376	2554122	Sigi
NC_008255.1	Cytophaga hutchinsonii	46660	54609	Sigi
NC_008255.1	Cytophaga hutchinsonii	1351547	1356258	Sigi
NC_008255.1	Cytophaga hutchinsonii	2688180	2693115	Sigi
NC_008255.1	Cytophaga hutchinsonii	2848627	2855697	Sigi
NC_008255.1	Cytophaga hutchinsonii	3357227	3363091	Sigi
NC_008255.1	Cytophaga hutchinsonii	3365739	3377531	Sigi
NC_008255.1	Cytophaga hutchinsonii	3377725	3391078	Sigi
NC_008255.1	Cytophaga hutchinsonii	3398187	3402199	Sigi
NC_019780.1	Dactylococcopsis salina	265879	270285	Sigi
NC_019780.1	Dactylococcopsis salina	273721	279993	Sigi
NC_019780.1	Dactylococcopsis salina	2992479	2999789	Sigi
NC_007298.1	Dechloromonas aromatica	226821	233448	Sigi
NC_007298.1	Dechloromonas aromatica	575807	580174	Sigi
NC_007298.1	Dechloromonas aromatica	714449	728205	Sigi
NC_007298.1	Dechloromonas aromatica	754988	762622	Sigi
NC_007298.1	Dechloromonas aromatica	788316	793560	Sigi
NC_007298.1	Dechloromonas aromatica	815338	821022	Sigi
NC_007298.1	Dechloromonas aromatica	853499	878523	Sigi
NC_007298.1	Dechloromonas aromatica	1344665	1350226	Sigi
NC_007298.1	Dechloromonas aromatica	1372652	1383410	Sigi
NC_007298.1	Dechloromonas aromatica	1424707	1431432	Sigi
NC_007298.1	Dechloromonas aromatica	1440346	1460040	Sigi
NC_007298.1	Dechloromonas aromatica	1461548	1466932	Sigi
NC_007298.1	Dechloromonas aromatica	1498653	1511092	Sigi
NC_007298.1	Dechloromonas aromatica	1511926	1516856	Sigi
NC_007298.1	Dechloromonas aromatica	1590548	1596627	Sigi
NC_007298.1	Dechloromonas aromatica	1762589	1772936	Sigi
NC_007298.1	Dechloromonas aromatica	1783620	1797408	Sigi
NC_007298.1	Dechloromonas aromatica	1829943	1839097	Sigi
NC_007298.1	Dechloromonas aromatica	2391527	2405788	Sigi
NC_007298.1	Dechloromonas aromatica	2421796	2435984	Sigi
NC_007298.1	Dechloromonas aromatica	2478895	2485992	Sigi
NC_007298.1	Dechloromonas aromatica	2487750	2492479	Sigi
NC_007298.1	Dechloromonas aromatica	2574260	2579108	Sigi
NC_007298.1	Dechloromonas aromatica	2580680	2597035	Sigi
NC_007298.1	Dechloromonas aromatica	2629584	2646875	Sigi
NC_007298.1	Dechloromonas aromatica	2696151	2709334	Sigi
NC_007298.1	Dechloromonas aromatica	2720857	2733583	Sigi
NC_007298.1	Dechloromonas aromatica	2774444	2789938	Sigi
NC_007298.1	Dechloromonas aromatica	2877262	2885129	Sigi
NC_007298.1	Dechloromonas aromatica	2954681	2959927	Sigi
NC_007298.1	Dechloromonas aromatica	3137873	3141949	Sigi
NC_007298.1	Dechloromonas aromatica	3278079	3286624	Sigi
NC_007298.1	Dechloromonas aromatica	3770094	3778154	Sigi
NC_007298.1	Dechloromonas aromatica	3923499	3928613	Sigi
NC_007298.1	Dechloromonas aromatica	4116293	4121596	Sigi
NC_007298.1	Dechloromonas aromatica	4249835	4255550	Sigi
NC_013939.1	Deferribacter desulfuricans	356395	365397	Sigi
NC_018867.1	Dehalobacter sp.	113354	136881	Sigi
NC_018867.1	Dehalobacter sp.	140420	148394	Sigi
NC_018867.1	Dehalobacter sp.	164796	176360	Sigi
NC_018867.1	Dehalobacter sp.	1176115	1182802	Sigi
NC_018867.1	Dehalobacter sp.	1188987	1195727	Sigi
NC_018867.1	Dehalobacter sp.	1306683	1314537	Sigi
NC_018867.1	Dehalobacter sp.	1356512	1367709	Sigi
NC_018867.1	Dehalobacter sp.	1822843	1828454	Sigi
NC_018867.1	Dehalobacter sp.	2001364	2005715	Sigi
NC_018867.1	Dehalobacter sp.	2508192	2512549	Sigi
NC_018866.1	Dehalobacter sp.	45558	61571	Sigi
NC_018866.1	Dehalobacter sp.	73853	82767	Sigi
NC_018866.1	Dehalobacter sp.	97155	108765	Sigi
NC_018866.1	Dehalobacter sp.	1195507	1203638	Sigi
NC_018866.1	Dehalobacter sp.	1228144	1241542	Sigi
NC_018866.1	Dehalobacter sp.	1277972	1289169	Sigi
NC_018866.1	Dehalobacter sp.	1374947	1382016	Sigi
NC_018866.1	Dehalobacter sp.	1385102	1391141	Sigi
NC_018866.1	Dehalobacter sp.	1399678	1405320	Sigi
NC_018866.1	Dehalobacter sp.	1795182	1800793	Sigi
NC_018866.1	Dehalobacter sp.	1973013	1977400	Sigi
NC_018866.1	Dehalobacter sp.	2480575	2484932	Sigi
NC_018866.1	Dehalobacter sp.	2527539	2533952	Sigi
NC_007356.1	Dehalococcoides sp.	58960	63279	Sigi
NC_007356.1	Dehalococcoides sp.	80419	108350	Sigi
NC_007356.1	Dehalococcoides sp.	1173967	1178622	Sigi
NC_007356.1	Dehalococcoides sp.	1195021	1213834	Sigi
NC_002936.3	Dehalococcoides mccartyi	61934	76553	Sigi
NC_002936.3	Dehalococcoides mccartyi	79177	83621	Sigi
NC_002936.3	Dehalococcoides mccartyi	155612	165137	Sigi
NC_002936.3	Dehalococcoides mccartyi	244911	250371	Sigi
NC_002936.3	Dehalococcoides mccartyi	267269	272729	Sigi
NC_002936.3	Dehalococcoides mccartyi	803344	812073	Sigi
NC_002936.3	Dehalococcoides mccartyi	814681	820141	Sigi
NC_002936.3	Dehalococcoides mccartyi	968509	975179	Sigi
NC_002936.3	Dehalococcoides mccartyi	987763	1003991	Sigi
NC_002936.3	Dehalococcoides mccartyi	1324719	1332937	Sigi
NC_002936.3	Dehalococcoides mccartyi	1403346	1409306	Sigi
NC_009455.1	Dehalococcoides mccartyi	58582	67264	Sigi
NC_009455.1	Dehalococcoides mccartyi	70367	76794	Sigi
NC_009455.1	Dehalococcoides mccartyi	111488	118538	Sigi
NC_009455.1	Dehalococcoides mccartyi	178307	187846	Sigi
NC_009455.1	Dehalococcoides mccartyi	195367	206168	Sigi
NC_009455.1	Dehalococcoides mccartyi	828831	839619	Sigi
NC_009455.1	Dehalococcoides mccartyi	1038026	1043276	Sigi
NC_013552.1	Dehalococcoides mccartyi	74601	78705	Sigi
NC_013552.1	Dehalococcoides mccartyi	210748	235145	Sigi
NC_013552.1	Dehalococcoides mccartyi	237112	258686	Sigi
NC_013552.1	Dehalococcoides mccartyi	1184536	1188858	Sigi
NC_013552.1	Dehalococcoides mccartyi	1195861	1206482	Sigi
NC_013552.1	Dehalococcoides mccartyi	1246808	1251473	Sigi
NC_013890.1	Dehalococcoides mccartyi	57931	78066	Sigi
NC_013890.1	Dehalococcoides mccartyi	84760	90575	Sigi
NC_013890.1	Dehalococcoides mccartyi	188975	194790	Sigi
NC_013890.1	Dehalococcoides mccartyi	209277	217671	Sigi
NC_013890.1	Dehalococcoides mccartyi	1150106	1161966	Sigi
NC_013890.1	Dehalococcoides mccartyi	1164207	1168529	Sigi
NC_013890.1	Dehalococcoides mccartyi	1175466	1181212	Sigi
NC_013890.1	Dehalococcoides mccartyi	1183008	1189861	Sigi
NC_020386.1	Dehalococcoides mccartyi	73005	77675	Sigi
NC_020386.1	Dehalococcoides mccartyi	78964	83283	Sigi
NC_020386.1	Dehalococcoides mccartyi	115930	123205	Sigi
NC_020386.1	Dehalococcoides mccartyi	269111	275819	Sigi
NC_020386.1	Dehalococcoides mccartyi	294226	316371	Sigi
NC_020386.1	Dehalococcoides mccartyi	318354	336972	Sigi
NC_020386.1	Dehalococcoides mccartyi	340100	344949	Sigi
NC_020386.1	Dehalococcoides mccartyi	1278307	1288242	Sigi
NC_020386.1	Dehalococcoides mccartyi	1313926	1331632	Sigi
NC_020387.1	Dehalococcoides mccartyi	156666	161336	Sigi
NC_020387.1	Dehalococcoides mccartyi	192310	202405	Sigi
NC_020387.1	Dehalococcoides mccartyi	208813	218700	Sigi
NC_020387.1	Dehalococcoides mccartyi	231658	237847	Sigi
NC_020387.1	Dehalococcoides mccartyi	248240	254657	Sigi
