#ACCESSION	ORGANISM	START	END	DETECTION
NC_017790.1	Deinococcus gobiensis	2920818	2955699	Islander
NC_014958.1	Deinococcus maricopensis	3353389	3362373	Islander
NC_014958.1	Deinococcus maricopensis	565708	573920	Islander
NC_014958.1	Deinococcus maricopensis	852294	857794	Islander
NC_014958.1	Deinococcus maricopensis	930218	949554	Islander
NC_015161.1	Deinococcus proteolyticus	1560083	1598030	Islander
NC_001263.1	Deinococcus radiodurans	518366	535964	Islander
NC_010002.1	Delftia acidovorans	2110861	2151354	Islander
NC_010002.1	Delftia acidovorans	2851976	2878985	Islander
NC_010002.1	Delftia acidovorans	2878986	2905995	Islander
NC_010002.1	Delftia acidovorans	3515718	3568311	Islander
NC_010002.1	Delftia acidovorans	3735201	3793150	Islander
NC_010002.1	Delftia acidovorans	4481406	4531437	Islander
NC_010002.1	Delftia acidovorans	4531467	4614933	Islander
NC_010002.1	Delftia acidovorans	5118788	5158959	Islander
NC_010002.1	Delftia acidovorans	1807991	1846292	Islander
NC_015563.1	Delftia sp.	3023189	3084739	Islander
NC_013943.1	Denitrovibrio acetiphilus	1117963	1143868	Islander
NC_013943.1	Denitrovibrio acetiphilus	2705827	2750166	Islander
NC_013943.1	Denitrovibrio acetiphilus	2804425	2869369	Islander
NC_013943.1	Denitrovibrio acetiphilus	546031	622659	Islander
NC_013943.1	Denitrovibrio acetiphilus	622660	645900	Islander
NC_013943.1	Denitrovibrio acetiphilus	705829	738252	Islander
NC_014365.1	Desulfarculus baarsii	120133	125088	Islander
NC_014365.1	Desulfarculus baarsii	2480642	2490469	Islander
NC_011768.1	Desulfatibacillum alkenivorans	1725848	1779471	Islander
NC_011768.1	Desulfatibacillum alkenivorans	2719106	2776885	Islander
NC_011768.1	Desulfatibacillum alkenivorans	3159838	3164916	Islander
NC_011768.1	Desulfatibacillum alkenivorans	349306	378309	Islander
NC_011768.1	Desulfatibacillum alkenivorans	3601628	3612566	Islander
NC_011768.1	Desulfatibacillum alkenivorans	5234324	5244313	Islander
NC_011768.1	Desulfatibacillum alkenivorans	5905690	5934477	Islander
NC_011768.1	Desulfatibacillum alkenivorans	6449463	6463306	Islander
NC_018017.1	Desulfitobacterium dehalogenans	2113450	2115516	Islander
NC_007907.1	Desulfitobacterium hafniense	10825	77851	Islander
NC_007907.1	Desulfitobacterium hafniense	2511516	2558656	Islander
NC_015388.1	Desulfobacca acetoxidans	638143	646641	Islander
NC_012108.1	Desulfobacterium autotrophicum	1990564	1999662	Islander
NC_012108.1	Desulfobacterium autotrophicum	2042114	2048183	Islander
NC_012108.1	Desulfobacterium autotrophicum	2163538	2203150	Islander
NC_012108.1	Desulfobacterium autotrophicum	2313926	2346583	Islander
NC_012108.1	Desulfobacterium autotrophicum	5419885	5428953	Islander
NC_018645.1	Desulfobacula toluolica	1494336	1506671	Islander
NC_018645.1	Desulfobacula toluolica	2159824	2181393	Islander
NC_018645.1	Desulfobacula toluolica	3528283	3536488	Islander
NC_018645.1	Desulfobacula toluolica	3567320	3644817	Islander
NC_018645.1	Desulfobacula toluolica	3983494	3992933	Islander
NC_018645.1	Desulfobacula toluolica	5035755	5064089	Islander
NC_014972.1	Desulfobulbus propionicus DSM 2032	1514444	1525382	Islander
NC_014972.1	Desulfobulbus propionicus DSM 2032	180284	226341	Islander
NC_014972.1	Desulfobulbus propionicus DSM 2032	3087590	3093760	Islander
NC_014972.1	Desulfobulbus propionicus DSM 2032	415532	426108	Islander
NC_014972.1	Desulfobulbus propionicus DSM 2032	493308	500147	Islander
NC_014972.1	Desulfobulbus propionicus DSM 2032	98509	180283	Islander
NC_009943.1	Desulfococcus oleovorans	311743	332654	Islander
NC_009943.1	Desulfococcus oleovorans	3261630	3301510	Islander
NC_009943.1	Desulfococcus oleovorans	3493354	3541921	Islander
NC_009943.1	Desulfococcus oleovorans	3541922	3547733	Islander
NC_009943.1	Desulfococcus oleovorans	755195	763442	Islander
NC_013223.1	Desulfohalobium retbaense	1097436	1138358	Islander
NC_013223.1	Desulfohalobium retbaense	1856999	1879151	Islander
NC_013173.1	Desulfomicrobium baculatum	1362005	1478858	Islander
NC_013173.1	Desulfomicrobium baculatum	962932	981085	Islander
NC_018025.1	Desulfomonile tiedjei	1168473	1180526	Islander
NC_018025.1	Desulfomonile tiedjei	2613045	2624703	Islander
NC_018025.1	Desulfomonile tiedjei	2624704	2635858	Islander
NC_018025.1	Desulfomonile tiedjei	2731567	2749767	Islander
NC_018025.1	Desulfomonile tiedjei	3961556	3979851	Islander
NC_018025.1	Desulfomonile tiedjei	3979852	4024673	Islander
NC_018025.1	Desulfomonile tiedjei	4024674	4046627	Islander
NC_018025.1	Desulfomonile tiedjei	4046628	4070298	Islander
NC_018025.1	Desulfomonile tiedjei	5903037	5920028	Islander
NC_018025.1	Desulfomonile tiedjei	5920029	5990031	Islander
NC_018025.1	Desulfomonile tiedjei	6026077	6036440	Islander
NC_018025.1	Desulfomonile tiedjei	682910	712916	Islander
NC_018068.1	Desulfosporosinus acidiphilus	2040835	2079551	Islander
NC_018068.1	Desulfosporosinus acidiphilus	2079552	2098751	Islander
NC_018068.1	Desulfosporosinus acidiphilus	3180678	3194400	Islander
NC_006138.1	Desulfotalea psychrophila	191927	204915	Islander
NC_006138.1	Desulfotalea psychrophila	2262552	2322204	Islander
NC_006138.1	Desulfotalea psychrophila	439475	455462	Islander
NC_013216.1	Desulfotomaculum acetoxidans	1432600	1510679	Islander
NC_013216.1	Desulfotomaculum acetoxidans	2598401	2713732	Islander
NC_013216.1	Desulfotomaculum acetoxidans	3849274	3869602	Islander
NC_013216.1	Desulfotomaculum acetoxidans	3869603	3899600	Islander
NC_013216.1	Desulfotomaculum acetoxidans	4066445	4103030	Islander
NC_009253.1	Desulfotomaculum reducens	1258541	1308190	Islander
NC_009253.1	Desulfotomaculum reducens	2319870	2336591	Islander
NC_009253.1	Desulfotomaculum reducens	26556	37783	Islander
NC_009253.1	Desulfotomaculum reducens	2808626	2849243	Islander
NC_009253.1	Desulfotomaculum reducens	3019156	3032254	Islander
NC_009253.1	Desulfotomaculum reducens	392580	406944	Islander
NC_009253.1	Desulfotomaculum reducens	535048	572107	Islander
NC_015589.1	Desulfotomaculum ruminis	2846452	2858495	Islander
NC_014844.1	Desulfovibrio aespoeensis	2833344	2843113	Islander
NC_014844.1	Desulfovibrio aespoeensis	3477245	3485382	Islander
NC_014844.1	Desulfovibrio aespoeensis	448714	474230	Islander
NC_014844.1	Desulfovibrio aespoeensis	474231	510953	Islander
NC_014844.1	Desulfovibrio aespoeensis	510954	524430	Islander
NC_016629.1	Desulfovibrio africanus	2133013	2174569	Islander
NC_016629.1	Desulfovibrio africanus	3261988	3264937	Islander
NC_016629.1	Desulfovibrio africanus	461557	485318	Islander
NC_007519.1	Desulfovibrio alaskensis	1787735	1807704	Islander
NC_007519.1	Desulfovibrio alaskensis	2851513	2908449	Islander
NC_007519.1	Desulfovibrio alaskensis	3362770	3405240	Islander
NC_007519.1	Desulfovibrio alaskensis	637449	640685	Islander
NC_011883.1	Desulfovibrio desulfuricans	1433347	1443270	Islander
NC_011883.1	Desulfovibrio desulfuricans	2692354	2704548	Islander
NC_011883.1	Desulfovibrio desulfuricans	277371	309924	Islander
NC_011883.1	Desulfovibrio desulfuricans	2831694	2840777	Islander
NC_016803.1	Desulfovibrio desulfuricans	1652058	1666233	Islander
NC_016803.1	Desulfovibrio desulfuricans	2438490	2458144	Islander
NC_016803.1	Desulfovibrio desulfuricans	3516647	3535882	Islander
NC_016803.1	Desulfovibrio desulfuricans	598196	608562	Islander
NC_012796.1	Desulfovibrio magneticus	1060261	1091856	Islander
NC_012796.1	Desulfovibrio magneticus	1091857	1122995	Islander
NC_012796.1	Desulfovibrio magneticus	1122996	1171651	Islander
NC_012796.1	Desulfovibrio magneticus	1579669	1630518	Islander
NC_012796.1	Desulfovibrio magneticus	1647390	1666771	Islander
NC_012796.1	Desulfovibrio magneticus	1666772	1689759	Islander
NC_012796.1	Desulfovibrio magneticus	2048436	2092793	Islander
NC_012796.1	Desulfovibrio magneticus	2689915	2696367	Islander
NC_012796.1	Desulfovibrio magneticus	2757564	2817182	Islander
NC_012796.1	Desulfovibrio magneticus	3398125	3430363	Islander
NC_012796.1	Desulfovibrio magneticus	3430364	3451544	Islander
NC_012796.1	Desulfovibrio magneticus	3612421	3625003	Islander
NC_012796.1	Desulfovibrio magneticus	3625004	3645243	Islander
NC_012796.1	Desulfovibrio magneticus	3645244	3679182	Islander
NC_012796.1	Desulfovibrio magneticus	3882533	3900067	Islander
NC_012796.1	Desulfovibrio magneticus	4080011	4156657	Islander
NC_012796.1	Desulfovibrio magneticus	4156658	4186933	Islander
NC_012796.1	Desulfovibrio magneticus	4604065	4714292	Islander
NC_012796.1	Desulfovibrio magneticus	4714293	4756090	Islander
NC_012796.1	Desulfovibrio magneticus	791587	802814	Islander
NC_012796.1	Desulfovibrio magneticus	802815	808942	Islander
NC_012796.1	Desulfovibrio magneticus	84146	97533	Islander
NC_012796.1	Desulfovibrio magneticus	97534	120910	Islander
NC_012796.1	Desulfovibrio magneticus	987257	1015900	Islander
NC_012881.1	Desulfovibrio salexigens	2321360	2361977	Islander
NC_012881.1	Desulfovibrio salexigens	3003747	3024164	Islander
NC_012881.1	Desulfovibrio salexigens	333646	347009	Islander
NC_008751.1	Desulfovibrio vulgaris	1272823	1316103	Islander
NC_008751.1	Desulfovibrio vulgaris	1744671	1781969	Islander
NC_008751.1	Desulfovibrio vulgaris	2994424	3051290	Islander
NC_008751.1	Desulfovibrio vulgaris	3198014	3232896	Islander
NC_008751.1	Desulfovibrio vulgaris	99748	107484	Islander
NC_011769.1	Desulfovibrio vulgaris	2016138	2055562	Islander
NC_017310.1	Desulfovibrio vulgaris	1760341	1812479	Islander
NC_017310.1	Desulfovibrio vulgaris	1987129	2016580	Islander
NC_017310.1	Desulfovibrio vulgaris	2253939	2297536	Islander
NC_017310.1	Desulfovibrio vulgaris	2939360	2980831	Islander
NC_002937.3	Desulfovibrio vulgaris	1566638	1596089	Islander
NC_002937.3	Desulfovibrio vulgaris	1770739	1822878	Islander
NC_002937.3	Desulfovibrio vulgaris	2082647	2129203	Islander
NC_002937.3	Desulfovibrio vulgaris	2250418	2294015	Islander
NC_002937.3	Desulfovibrio vulgaris	233185	270573	Islander
NC_002937.3	Desulfovibrio vulgaris	2936228	2977699	Islander
NC_014836.1	Desulfurispirillum indicum	1559773	1628625	Islander
NC_014216.1	Desulfurivibrio alkaliphilus	1480007	1488164	Islander
NC_014216.1	Desulfurivibrio alkaliphilus	2366104	2384195	Islander
NC_014216.1	Desulfurivibrio alkaliphilus	2506316	2533103	Islander
NC_014216.1	Desulfurivibrio alkaliphilus	2540931	2559200	Islander
NC_009446.1	Dichelobacter nodosus	289044	301408	Islander
NC_014500.1	Dickeya dadantii	3126499	3201090	Islander
NC_014500.1	Dickeya dadantii	586849	596533	Islander
NC_014500.1	Dickeya dadantii	915370	947290	Islander
NC_014500.1	Dickeya dadantii	859746	915369	Islander
NC_013592.1	Dickeya zeae	2972017	3023082	Islander
NC_013592.1	Dickeya zeae	3216674	3277956	Islander
NC_013592.1	Dickeya zeae	450371	470733	Islander
NC_013592.1	Dickeya zeae	818300	848166	Islander
NC_013592.1	Dickeya zeae	965915	978559	Islander
NC_011661.1	Dictyoglomus turgidum	1301431	1318800	Islander
NC_009952.1	Dinoroseobacter shibae	1005140	1020691	Islander
NC_009952.1	Dinoroseobacter shibae	1989048	2004973	Islander
NC_009952.1	Dinoroseobacter shibae	2223796	2233558	Islander
NC_009952.1	Dinoroseobacter shibae	3379704	3396956	Islander
NC_009952.1	Dinoroseobacter shibae	379331	386138	Islander
NC_015496.1	Dokdonia sp.	1277038	1310180	Islander
NC_015496.1	Dokdonia sp.	1928179	1943424	Islander
NC_013037.1	Dyadobacter fermentans	1007932	1131890	Islander
NC_013037.1	Dyadobacter fermentans	2855480	2920844	Islander
NC_013037.1	Dyadobacter fermentans	5068119	5080856	Islander
NC_013037.1	Dyadobacter fermentans	6220683	6239294	Islander
NC_013037.1	Dyadobacter fermentans	6288867	6316545	Islander
NC_013037.1	Dyadobacter fermentans	6616010	6659872	Islander
NC_012779.2	Edwardsiella ictaluri	319399	380028	Islander
NC_012779.2	Edwardsiella ictaluri	2150109	2183936	Islander
NC_013508.1	Edwardsiella tarda	2594255	2615910	Islander
NC_013508.1	Edwardsiella tarda	3218683	3254871	Islander
NC_013508.1	Edwardsiella tarda	3603402	3615370	Islander
NC_017309.1	Edwardsiella tarda	3173110	3190983	Islander
NC_015738.1	Eggerthella sp.	2966456	2977803	Islander
NC_015738.1	Eggerthella sp.	3028114	3090012	Islander
NC_010644.1	Elusimicrobium minutum	1039067	1076750	Islander
NC_010644.1	Elusimicrobium minutum	1541066	1551725	Islander
NC_018748.1	Emticicia oligotrophica DSM 17448	3175865	3203245	Islander
NC_018748.1	Emticicia oligotrophica DSM 17448	3437361	3463233	Islander
NC_015968.1	Enterobacter asburiae	3285067	3321494	Islander
NC_015968.1	Enterobacter asburiae	3321524	3332536	Islander
NC_014121.1	Enterobacter cloacae	1107866	1118871	Islander
NC_014121.1	Enterobacter cloacae	407676	416352	Islander
NC_014121.1	Enterobacter cloacae	416353	525339	Islander
NC_014121.1	Enterobacter cloacae	4311621	4324474	Islander
NC_018079.1	Enterobacter cloacae	104991	116419	Islander
NC_016514.1	Enterobacter cloacae	513867	527730	Islander
NC_016514.1	Enterobacter cloacae	899772	907019	Islander
NC_018405.1	Enterobacter cloacae	3627353	3662118	Islander
NC_018405.1	Enterobacter cloacae	3884384	3897929	Islander
NC_018405.1	Enterobacter cloacae	565444	616711	Islander
NC_014618.1	Enterobacter lignolyticus	1953528	1996729	Islander
NC_014618.1	Enterobacter lignolyticus	4118897	4172467	Islander
NC_014618.1	Enterobacter lignolyticus	697727	725814	Islander
NC_009436.1	Enterobacter sp.	1107807	1154544	Islander
NC_009436.1	Enterobacter sp.	3125468	3147536	Islander
NC_009436.1	Enterobacter sp.	3783447	3815491	Islander
NC_009436.1	Enterobacter sp.	523563	545031	Islander
NC_009436.1	Enterobacter sp.	875564	912706	Islander
NC_004668.1	Enterococcus faecalis	1923234	2006283	Islander
NC_004668.1	Enterococcus faecalis	2436980	2462365	Islander
NC_017316.1	Enterococcus faecalis	825076	873967	Islander
NC_017960.1	Enterococcus faecium	821183	861058	Islander
NC_018081.1	Enterococcus hirae	1847789	1884878	Islander
NC_014306.1	Erwinia billingiae	3531398	3581488	Islander
NC_014306.1	Erwinia billingiae	4934649	4946575	Islander
NC_012214.1	Erwinia pyrifoliae	1658234	1671689	Islander
NC_017445.1	Erwinia sp.	690457	750972	Islander
NC_015601.1	Erysipelothrix rhusiopathiae	625797	662341	Islander
NC_007722.1	Erythrobacter litoralis	157414	241464	Islander
NC_007722.1	Erythrobacter litoralis	2024110	2029438	Islander
NC_007722.1	Erythrobacter litoralis	2937628	3035297	Islander
NC_007722.1	Erythrobacter litoralis	33863	38537	Islander
NC_007722.1	Erythrobacter litoralis	825464	960333	Islander
NC_000913.3	Escherichia coli str. K-12 substr. MG1655	262905	297212	Islander
NC_000913.3	Escherichia coli str. K-12 substr. MG1655	564758	586059	Islander
NC_000913.3	Escherichia coli str. K-12 substr. MG1655	2466373	2476587	Islander
NC_004431.1	Escherichia coli	1127539	1241072	Islander
NC_004431.1	Escherichia coli	2194345	2216851	Islander
NC_004431.1	Escherichia coli	2262814	2317212	Islander
NC_004431.1	Escherichia coli	3406290	3510889	Islander
NC_004431.1	Escherichia coli	4919459	4971595	Islander
NC_004431.1	Escherichia coli	627106	630479	Islander
NC_004431.1	Escherichia coli	3018531	3066963	Islander
NC_002695.1	Escherichia coli	1161149	1210798	Islander
NC_002695.1	Escherichia coli	1370467	1456715	Islander
NC_002695.1	Escherichia coli	2593019	2614138	Islander
NC_002695.1	Escherichia coli	2668062	2712090	Islander
NC_002695.1	Escherichia coli	300016	310601	Islander
NC_002695.1	Escherichia coli	3192972	3201523	Islander
NC_002695.1	Escherichia coli	4580852	4585940	Islander
NC_002695.1	Escherichia coli	5347073	5357308	Islander
NC_012892.2	Escherichia coli	2941187	2944492	Islander
NC_012892.2	Escherichia coli	3703776	3724668	Islander
NC_007779.1	Escherichia coli	2471819	2482033	Islander
NC_007779.1	Escherichia coli	262129	296436	Islander
NC_007779.1	Escherichia coli	563981	585282	Islander
NC_011415.1	Escherichia coli	2261461	2309100	Islander
NC_011415.1	Escherichia coli	608275	658626	Islander
NC_013654.1	Escherichia coli	2406792	2417805	Islander
NC_013654.1	Escherichia coli	276856	287667	Islander
NC_013654.1	Escherichia coli	4536838	4594438	Islander
NC_013654.1	Escherichia coli	546979	550351	Islander
NC_013353.1	Escherichia coli	2282674	2435984	Islander
NC_013353.1	Escherichia coli	2861742	2924353	Islander
NC_013353.1	Escherichia coli	3501002	3506609	Islander
NC_013353.1	Escherichia coli	3627147	3675054	Islander
NC_013353.1	Escherichia coli	3826676	3891268	Islander
NC_013353.1	Escherichia coli	5073146	5119893	Islander
NC_013353.1	Escherichia coli	5256666	5290624	Islander
NC_013353.1	Escherichia coli	571910	618389	Islander
NC_013364.1	Escherichia coli	1120835	1148410	Islander
NC_013364.1	Escherichia coli	1264228	1349844	Islander
NC_013364.1	Escherichia coli	2535482	2585391	Islander
NC_013364.1	Escherichia coli	3705306	3759480	Islander
NC_007946.1	Escherichia coli	1080974	1142542	Islander
NC_007946.1	Escherichia coli	2113989	2168377	Islander
NC_007946.1	Escherichia coli	4778186	4896905	Islander
NC_007946.1	Escherichia coli	569065	572438	Islander
NC_007946.1	Escherichia coli	2900033	2943155	Islander
NC_008253.1	Escherichia coli	1947500	1970010	Islander
NC_008253.1	Escherichia coli	2015269	2069689	Islander
NC_008253.1	Escherichia coli	294353	362430	Islander
NC_008253.1	Escherichia coli	3128149	3176878	Islander
NC_008253.1	Escherichia coli	4735221	4837403	Islander
NC_008253.1	Escherichia coli	621009	624377	Islander
NC_008563.1	Escherichia coli	2049999	2089530	Islander
NC_008563.1	Escherichia coli	2570051	2610388	Islander
NC_008563.1	Escherichia coli	295109	307353	Islander
NC_008563.1	Escherichia coli	3305082	3360894	Islander
NC_008563.1	Escherichia coli	4706973	4770397	Islander
NC_008563.1	Escherichia coli	570663	574036	Islander
NC_008563.1	Escherichia coli	2915059	2958182	Islander
NC_009801.1	Escherichia coli	2172989	2221348	Islander
NC_009801.1	Escherichia coli	295536	320733	Islander
NC_009801.1	Escherichia coli	3325575	3373185	Islander
NC_009801.1	Escherichia coli	3373186	3397400	Islander
NC_009801.1	Escherichia coli	3397401	3427265	Islander
NC_009800.1	Escherichia coli	291775	333631	Islander
NC_012967.1	Escherichia coli	2996086	3011151	Islander
NC_012967.1	Escherichia coli	3775347	3796239	Islander
NC_012967.1	Escherichia coli	536872	561410	Islander
NC_010468.1	Escherichia coli	1829225	1846016	Islander
NC_010468.1	Escherichia coli	1863727	1872555	Islander
NC_010473.1	Escherichia coli	236233	271986	Islander
NC_010473.1	Escherichia coli	2556160	2566374	Islander
NC_010473.1	Escherichia coli	503313	524614	Islander
NC_010498.1	Escherichia coli	1173444	1215876	Islander
NC_010498.1	Escherichia coli	2261451	2303071	Islander
NC_010498.1	Escherichia coli	306705	318755	Islander
NC_010498.1	Escherichia coli	3197224	3289087	Islander
NC_010498.1	Escherichia coli	4851389	4895119	Islander
NC_011353.1	Escherichia coli	1164504	1215831	Islander
NC_011353.1	Escherichia coli	1312740	1400301	Islander
NC_011353.1	Escherichia coli	1695744	1753745	Islander
NC_011353.1	Escherichia coli	2499313	2521748	Islander
NC_011353.1	Escherichia coli	2575673	2619716	Islander
NC_011353.1	Escherichia coli	2918654	2964109	Islander
NC_011353.1	Escherichia coli	302577	314482	Islander
NC_011353.1	Escherichia coli	3234801	3297058	Islander
NC_011353.1	Escherichia coli	3297088	3305639	Islander
NC_011353.1	Escherichia coli	4683956	4689044	Islander
NC_011353.1	Escherichia coli	5422220	5430956	Islander
NC_013008.1	Escherichia coli	1166097	1216117	Islander
NC_013008.1	Escherichia coli	1313026	1400588	Islander
NC_013008.1	Escherichia coli	1694719	1752721	Islander
NC_013008.1	Escherichia coli	2498294	2520729	Islander
NC_013008.1	Escherichia coli	2574654	2618696	Islander
NC_013008.1	Escherichia coli	302577	314481	Islander
NC_013008.1	Escherichia coli	3189672	3251929	Islander
NC_013008.1	Escherichia coli	3251959	3260510	Islander
NC_013008.1	Escherichia coli	4639997	4645085	Islander
NC_013008.1	Escherichia coli	5378281	5387017	Islander
NC_012759.1	Escherichia coli	2350200	2360414	Islander
NC_012759.1	Escherichia coli	466741	488042	Islander
NC_012971.2	Escherichia coli	2941193	2944498	Islander
NC_012971.2	Escherichia coli	3703782	3724674	Islander
NC_017625.1	Escherichia coli	1400385	1410599	Islander
NC_017625.1	Escherichia coli	3295060	3306197	Islander
NC_017625.1	Escherichia coli	3573743	3609249	Islander
NC_012947.1	Escherichia coli	48198	69090	Islander
NC_013941.1	Escherichia coli	2437850	2486798	Islander
NC_013941.1	Escherichia coli	2934038	2942589	Islander
NC_013941.1	Escherichia coli	302578	351590	Islander
NC_013941.1	Escherichia coli	3675938	3725217	Islander
NC_013941.1	Escherichia coli	4470797	4475882	Islander
NC_013941.1	Escherichia coli	697224	746638	Islander
NC_013941.1	Escherichia coli	3258490	3313210	Islander
NC_017628.1	Escherichia coli	1124070	1185638	Islander
NC_017628.1	Escherichia coli	2105018	2146885	Islander
NC_017628.1	Escherichia coli	2192104	2246548	Islander
NC_017628.1	Escherichia coli	4929681	4941306	Islander
NC_017628.1	Escherichia coli	558349	605740	Islander
NC_017628.1	Escherichia coli	605741	609114	Islander
NC_017628.1	Escherichia coli	3053546	3096668	Islander
NC_011748.1	Escherichia coli	1094546	1140344	Islander
NC_011748.1	Escherichia coli	2142148	2177791	Islander
NC_011748.1	Escherichia coli	2665346	2705778	Islander
NC_011748.1	Escherichia coli	3339906	3450340	Islander
NC_011748.1	Escherichia coli	4746812	4808133	Islander
NC_011748.1	Escherichia coli	4944257	5004311	Islander
NC_011741.1	Escherichia coli	4575720	4596391	Islander
NC_011751.1	Escherichia coli	2277420	2343151	Islander
NC_011751.1	Escherichia coli	3445989	3528696	Islander
NC_011751.1	Escherichia coli	644886	691425	Islander
NC_011750.1	Escherichia coli	4361480	4415111	Islander
NC_011750.1	Escherichia coli	4770294	4802121	Islander
NC_011750.1	Escherichia coli	532538	565872	Islander
NC_011601.1	Escherichia coli	1120163	1181088	Islander
NC_011601.1	Escherichia coli	2147282	2173072	Islander
NC_011601.1	Escherichia coli	2586506	2629819	Islander
NC_011601.1	Escherichia coli	269435	272766	Islander
NC_011601.1	Escherichia coli	3338680	3368021	Islander
NC_011601.1	Escherichia coli	4847332	4862392	Islander
NC_011601.1	Escherichia coli	515949	519316	Islander
NC_017626.1	Escherichia coli	2214967	2272440	Islander
NC_017626.1	Escherichia coli	3387190	3441689	Islander
NC_017626.1	Escherichia coli	4236689	4247741	Islander
NC_017626.1	Escherichia coli	4831671	4948852	Islander
NC_017626.1	Escherichia coli	5081512	5152531	Islander
NC_013361.1	Escherichia coli	1190679	1238692	Islander
NC_013361.1	Escherichia coli	1291008	1386753	Islander
NC_013361.1	Escherichia coli	2668300	2705630	Islander
NC_013361.1	Escherichia coli	321441	333870	Islander
NC_013361.1	Escherichia coli	3264193	3304856	Islander
NC_013361.1	Escherichia coli	3304857	3331548	Islander
NC_013361.1	Escherichia coli	3894483	3903567	Islander
NC_013361.1	Escherichia coli	4952587	4966586	Islander
NC_013361.1	Escherichia coli	5328859	5387561	Islander
NC_013361.1	Escherichia coli	5524036	5538046	Islander
NC_013361.1	Escherichia coli	612036	662221	Islander
NC_013361.1	Escherichia coli	3604893	3659131	Islander
NC_017631.1	Escherichia coli	1102363	1264541	Islander
NC_017631.1	Escherichia coli	2237501	2291897	Islander
NC_017631.1	Escherichia coli	3326806	3401716	Islander
NC_017631.1	Escherichia coli	4931763	5020350	Islander
NC_017631.1	Escherichia coli	636110	639483	Islander
NC_017632.1	Escherichia coli	1474017	1528400	Islander
NC_017632.1	Escherichia coli	2499804	2561369	Islander
NC_017632.1	Escherichia coli	3042632	3046006	Islander
NC_017632.1	Escherichia coli	4519455	4638169	Islander
NC_017632.1	Escherichia coli	699270	742393	Islander
NC_017634.1	Escherichia coli	2058927	2077503	Islander
NC_017634.1	Escherichia coli	4429821	4478019	Islander
NC_017634.1	Escherichia coli	552993	556366	Islander
NC_017635.1	Escherichia coli	2618120	2657856	Islander
NC_017635.1	Escherichia coli	4042861	4058463	Islander
NC_017633.1	Escherichia coli	2091210	2131112	Islander
NC_017633.1	Escherichia coli	2131113	2169703	Islander
NC_017633.1	Escherichia coli	297346	337132	Islander
NC_017633.1	Escherichia coli	3413225	3486199	Islander
NC_017633.1	Escherichia coli	4215622	4260883	Islander
NC_017633.1	Escherichia coli	4828015	4868140	Islander
NC_017641.1	Escherichia coli	1187161	1278328	Islander
NC_017641.1	Escherichia coli	2353075	2380876	Islander
NC_017641.1	Escherichia coli	2814389	2856572	Islander
NC_017641.1	Escherichia coli	294903	333565	Islander
NC_017641.1	Escherichia coli	3543952	3582804	Islander
NC_017641.1	Escherichia coli	4885865	4951462	Islander
NC_017641.1	Escherichia coli	3167931	3204501	Islander
NC_017646.1	Escherichia coli	4303558	4357769	Islander
NC_017646.1	Escherichia coli	4961833	4982151	Islander
NC_017651.1	Escherichia coli	1094169	1203259	Islander
NC_017651.1	Escherichia coli	2136081	2158587	Islander
NC_017651.1	Escherichia coli	2203854	2258266	Islander
NC_017651.1	Escherichia coli	3293411	3368321	Islander
NC_017651.1	Escherichia coli	4885072	4923089	Islander
NC_017651.1	Escherichia coli	627916	631289	Islander
NC_017652.1	Escherichia coli	1094169	1203259	Islander
NC_017652.1	Escherichia coli	2136081	2158587	Islander
NC_017652.1	Escherichia coli	2203854	2258266	Islander
NC_017652.1	Escherichia coli	3293411	3368321	Islander
NC_017652.1	Escherichia coli	4885072	4923089	Islander
NC_017652.1	Escherichia coli	627916	631289	Islander
NC_017656.1	Escherichia coli	2396736	2445819	Islander
NC_017656.1	Escherichia coli	2944277	2952828	Islander
NC_017656.1	Escherichia coli	301224	348696	Islander
NC_017656.1	Escherichia coli	3590001	3633700	Islander
NC_017656.1	Escherichia coli	4379373	4384456	Islander
NC_017656.1	Escherichia coli	5103855	5122608	Islander
NC_017656.1	Escherichia coli	694327	740874	Islander
NC_017663.1	Escherichia coli P12b	1250531	1278825	Islander
NC_017663.1	Escherichia coli P12b	2656947	2696304	Islander
NC_017663.1	Escherichia coli P12b	2969181	3004228	Islander
NC_017663.1	Escherichia coli P12b	3462331	3486839	Islander
NC_017664.1	Escherichia coli	2614697	2654433	Islander
NC_017664.1	Escherichia coli	4039342	4054944	Islander
NC_017906.1	Escherichia coli	1162190	1211839	Islander
NC_017906.1	Escherichia coli	1372406	1458652	Islander
NC_017906.1	Escherichia coli	2597772	2641807	Islander
NC_017906.1	Escherichia coli	300022	310607	Islander
NC_017906.1	Escherichia coli	3120965	3129516	Islander
NC_017906.1	Escherichia coli	4508110	4513198	Islander
NC_017906.1	Escherichia coli	5234850	5245085	Islander
NC_017638.1	Escherichia coli	2451254	2461468	Islander
NC_017638.1	Escherichia coli	262130	297636	Islander
NC_017638.1	Escherichia coli	565182	576319	Islander
NC_011993.1	Escherichia coli	2051864	2070440	Islander
NC_011993.1	Escherichia coli	2735975	2769342	Islander
NC_011993.1	Escherichia coli	4454763	4502967	Islander
NC_011993.1	Escherichia coli	557193	560566	Islander
NC_018650.1	Escherichia coli	1580866	1591911	Islander
NC_018650.1	Escherichia coli	3131273	3220084	Islander
NC_018650.1	Escherichia coli	4714618	4765102	Islander
