#ACCESSION	ORGANISM	START	END	SEQUENCE	INSERTION	DETECTION
NZ_LN877293.1	Bacteroides fragilis 86-5443-2-2	1	8600	AY372755_P1	bfmB/bfmC	PAIDB-REI	PMID:9038310,PMID:10542162,PMID:15342577
NZ_LT601384.1	Escherichia coli 536	1	105800	AJ617685	tRNA-pheV	PAIDB-REI	PMID:15385503
NZ_LT601384.1	Escherichia coli AL862	1	59100	GQ497943	tRNA-pheR	PAIDB-REI	PMID:22615242
NZ_LT601384.1	Escherichia coli AL862	1	12100	AF072900	tRNA-pheR	PAIDB-REI	PMID:10496877,PMID:11159989
NZ_LT601384.1	Escherichia coli ED 32	1	8100	JQ994271	pheV	PAIDB-REI	PMID:23331629
NZ_LT601384.1	Escherichia coli 86-24	1	8000	AF126104	tRNA-ser	PAIDB-REI	PMID:10678953
NZ_LT601384.1	Escherichia coli O157:H7 EDL933	1	87500	NC_002655_P1	tRNA-serW	PAIDB-REI	PMID:11206551
NZ_LT601384.1	Escherichia coli O157:H7 EDL933	1	87500	NC_002655_P2	tRNA-serX	PAIDB-REI	PMID:11206551
NZ_LT601384.1	Escherichia coli H10407	1	1700	AF170971	tRNA-selC	PAIDB-REI	PMID:10768971
NZ_LT601384.1	Francisella novicida JL-10B	1	2900	EU341813	-	PAIDB-REI	PMID:18469101
NZ_LT601384.1	Francisella novicida JL-20d	1	1000	EU341814	-	PAIDB-REI	PMID:18469101
NZ_LT601384.1	Francisella novicida novicida	1	1000	EU449761	-	PAIDB-REI	
NZ_LT601384.1	Francisella novicida U112	1	26000	AY293579	rRNA gene	PAIDB-REI	PMID:12393200,PMID:15375123
NZ_CP017155.1	Francisella tularensis FSC147	1	33300	NC_010677_P1	5S rRNA	PAIDB-REI	PMID:19521508
NZ_CP017155.1	Francisella tularensis FSC147	1	33300	NC_010677_P2	5S rRNA	PAIDB-REI	PMID:19521508
NZ_CP017155.1	Francisella tularensis LVS	1	2000	AY626806	rRNA gene	PAIDB-REI	PMID:15375123
NZ_CP017155.1	Francisella tularensis OR960246	1	2000	AY626807	rRNA gene	PAIDB-REI	PMID:15375123
NZ_CP017155.1	Francisella tularensis subsp. tularensis Schu 4	1	33600	NC_006570_P1	5S rRNA	PAIDB-REI	PMID:15640799
NZ_CP017155.1	Francisella tularensis subsp. tularensis Schu 4	1	33600	NC_006570_P2	5S rRNA	PAIDB-REI	PMID:15640799
NZ_CP017155.1	Francisella tularensis WY96-3418	1	33500	NC_009257_P1	5S rRNA	PAIDB-REI	PMID:17895988
NZ_CP017155.1	Francisella tularensis WY96-3418	1	33900	NC_009257_P2	5S rRNA	PAIDB-REI	PMID:17895988
NC_004917.1	Helicobacter hepaticus ATCC 51449	1	71000	NC_004917_P1	HH0233/HH0302	PAIDB-REI	PMID:12810954
NZ_CP012907.1	Helicobacter pylori 106N	1	600	JN390447	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 10C	1	300	GQ403336	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 10M	1	300	GQ403335	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 10N	1	500	JN390446	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 114C	1	300	GQ403396	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 114M	1	300	GQ403395	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 11C	1	300	GQ403338	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 11M	1	300	GQ403337	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 12C	1	300	GQ403340	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 12M	1	300	GQ403339	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 14C	1	300	GQ403342	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 14M	1	300	GQ403341	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 15C	1	300	GQ403344	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 15M	1	300	GQ403343	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 16C	1	300	GQ403346	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 16M	1	300	GQ403345	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 172N	1	400	JN390448	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 17C	1	300	GQ403348	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 17M	1	300	GQ403347	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 1811a	1	1200	AY136638	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori 18C	1	300	GQ403350	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 18M	1	300	GQ403349	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 193N	1	400	JN390449	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 19C	1	300	GQ403352	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 19M	1	300	GQ403351	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 1C	1	300	GQ403318	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 1M	1	200	GQ403317	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 20C	1	300	GQ403354	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 20M	1	300	GQ403353	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 2132N	1	500	JN390452	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 22C	1	300	GQ403356	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 22M	1	300	GQ403355	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 23C	1	300	GQ403358	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 23M	1	300	GQ403357	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 23O	1	400	JN390453	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 24C	1	300	GQ403360	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 24M	1	300	GQ403359	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 25C	1	300	GQ403362	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 25M	1	300	GQ403361	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 26695	1	38000	NC_000915_P1	glr (glutamate racemase)	PAIDB-REI	PMID:18493595,PMID:14500513,PMID:10477311,PMID:9252185
NZ_CP012907.1	Helicobacter pylori 26C	1	300	GQ403364	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 26M	1	300	GQ403363	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 2802	1	400	AY430162	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 2a	1	1200	AY136642	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori 2C	1	300	GQ403320	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 2M	1	300	GQ403319	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 30C	1	300	GQ403366	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 30M	1	300	GQ403365	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 312N	1	500	JN390450	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 326	1	1200	AY136639	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori 32C	1	300	GQ403368	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 32M	1	300	GQ403367	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 34C	1	300	GQ403370	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 34M	1	300	GQ403369	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 35C	1	300	GQ403372	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 35M	1	300	GQ403371	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 368H	1	400	JN390441	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 369H	1	400	JN390442	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 370H	1	400	JN390443	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 372H	1	400	JN390444	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 373H	1	400	JN390445	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 38C	1	300	GQ403374	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 38M	1	300	GQ403373	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 3C	1	300	GQ403322	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 3M	1	300	GQ403321	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 45C	1	300	GQ403376	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 45M	1	300	GQ403375	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 46C	1	300	GQ403378	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 46M	1	300	GQ403377	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 48C	1	300	GQ403380	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 48M	1	300	GQ403379	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 4C	1	300	GQ403324	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 4M	1	300	GQ403323	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 5060d	1	1200	AY136640	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori 52C	1	300	GQ403382	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 52M	1	300	GQ403381	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 56C	1	300	GQ403384	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 56M	1	300	GQ403383	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 57C	1	300	GQ403386	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 57M	1	300	GQ403385	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 58C	1	300	GQ403388	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 58M	1	300	GQ403387	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 593	1	1200	AY136641	glr (glutamate racemase)	PAIDB-REI	PMID:12379730
NZ_CP012907.1	Helicobacter pylori 599T	1	500	JN390454	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 59C	1	300	GQ403390	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 59M	1	300	GQ403389	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 5C	1	300	GQ403326	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 5M	1	300	GQ403325	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 60190	1	400	AY430167	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 632N	1	400	JN390451	-	PAIDB-REI	PMID:22073291
NZ_CP012907.1	Helicobacter pylori 64C	1	300	GQ403392	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 64M	1	300	GQ403391	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 6C	1	300	GQ403328	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 6M	1	300	GQ403327	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 74C	1	300	GQ403394	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 74M	1	300	GQ403393	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 7C	1	300	GQ403330	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 7M	1	300	GQ403329	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 84-183	1	3000	AF190660	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori 8C	1	300	GQ403332	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 8M	1	300	GQ403331	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 9C	1	300	GQ403334	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori 9M	1	300	GQ403333	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Alas7	1	700	AB057346	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska1	1	200	AB056959	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska12	1	200	AB056962	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska13	1	200	AB056963	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska15	1	200	AB056964	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska16	1	200	AB056965	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska17	1	200	AB056966	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska18	1	200	AB056967	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska19	1	200	AB056968	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska6	1	200	AB056960	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Alaska7	1	200	AB056961	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori AR-312	1	700	AY186031	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori AR-43	1	700	AY186033	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori AR-616	1	700	AY186030	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori AR-66	1	700	AY186032	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Arizona1	1	200	AB056969	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Arizona2	1	200	AB056970	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ATCC 51407	1	200	AB056898	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori B8	1	49700	NC_014256_P1	-	PAIDB-REI	PMID:20507619
NZ_CP012907.1	Helicobacter pylori Ca037	1	400	AY430163	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Ca064	1	400	AY430164	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Ca110	1	300	AY430170	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Ca117	1	400	AY430173	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Ca139	1	400	AY430172	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Ca52	1	10800	AY330636	glr (glutamate racemase)	PAIDB-REI	PMID:15019987
NZ_CP012907.1	Helicobacter pylori Ca73	1	9900	AY330638	glr (glutamate racemase)	PAIDB-REI	PMID:15019987
NZ_CP012907.1	Helicobacter pylori CCUG 17874=NCTC 11638	1	21300	AF282852	glr (glutamate racemase)	PAIDB-REI	PMID:8962108,PMID:10684850
NZ_CP012907.1	Helicobacter pylori ChinaF30A	1	600	AF191009	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori ChinaR30	1	600	AF190997	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori clone PGI-9	1	300	JQ436696	-	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori Colombia113	1	800	AB057101	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia114	1	200	AB057000	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia137	1	200	AB056999	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia144	1	200	AB056986	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia145	1	200	AB056987	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia154	1	700	AB057102	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia170	1	200	AB056988	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia26	1	200	AB056984	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia271	1	700	AB057103	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia431	1	200	AB057001	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia69	1	200	AB056985	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia82	1	500	AB057104	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia83	1	600	AB057105	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori Colombia90	1	200	AB057002	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1685	1	200	AB056977	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1688	1	200	AB056971	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1692	1	200	AB056972	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1693	1	200	AB056973	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1764	1	200	AB056974	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1766	1	200	AB056975	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1768	1	200	AB056976	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1769	1	200	AB056978	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1770	1	200	AB056979	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1987	1	200	AB056980	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1990	1	200	AB056981	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA1994	1	200	AB056982	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori ColombiaNA2012	1	200	AB056983	glr (glutamate racemase)	PAIDB-REI	PMID:12062433
NZ_CP012907.1	Helicobacter pylori CPY2052	1	400	AF191002	glr (glutamate racemase)	PAIDB-REI	PMID:10809702
NZ_CP012907.1	Helicobacter pylori CR1	1	300	AF289399	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR10	1	300	AF289397	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR12	1	300	AF289407	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR13	1	300	AF289408	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR19	1	300	AF289409	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR2	1	300	AF289400	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR20	1	300	AF289410	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR21	1	300	AF289411	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR22	1	300	AF289412	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR23	1	300	AF289413	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR29	1	300	AF289414	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR35	1	300	AF289415	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR38	1	300	AF289416	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR39	1	300	AF289396	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR4	1	300	AF289401	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR40	1	300	AF289391	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR41	1	300	AF289398	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR42	1	300	AF289417	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR43	1	300	AF289418	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR44	1	300	AF289392	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR45	1	300	AF289393	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR46	1	300	AF289394	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR47	1	300	AF289395	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR48	1	300	AF289419	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR49	1	300	AF289420	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR5	1	300	AF289402	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR50	1	300	AF289421	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR51	1	300	AF289422	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR52	1	300	AF289423	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR53	1	300	AF289424	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR54	1	300	AF289425	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR55	1	300	AF289426	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR56	1	300	AF289427	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR57	1	300	AF289428	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR58	1	300	AF289429	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR59	1	300	AF289430	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR6	1	300	AF289403	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR60	1	300	AF289390	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR61	1	300	AF289431	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR7	1	300	AF289404	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR8	1	300	AF289405	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori CR9	1	300	AF289406	glr (glutamate racemase)	PAIDB-REI	PMID:11179371
NZ_CP012907.1	Helicobacter pylori Du23:2	1	9900	AY330643	glr (glutamate racemase)	PAIDB-REI	PMID:15019987
NZ_CP012907.1	Helicobacter pylori Du52:2	1	9700	AY330640	glr (glutamate racemase)	PAIDB-REI	PMID:15019987
NZ_CP012907.1	Helicobacter pylori F13	1	3500	AB090073	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori F15	1	3500	AB090074	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori F16	1	3500	AB090075	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori F16	1	36500	NC_017368_P1	-	PAIDB-REI	PMID:21212362,PMID:21575176
NZ_CP012907.1	Helicobacter pylori F17	1	3800	AB090076	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori F18	1	3700	AB090077	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori F21	1	2900	AB191067	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori F26	1	3800	AB090078	glr (glutamate racemase)	PAIDB-REI	
NZ_CP012907.1	Helicobacter pylori F28	1	37200	AB120418	glr (glutamate racemase)	PAIDB-REI	PMID:15184428
NZ_CP012907.1	Helicobacter pylori F30	1	36900	NC_017365_P1	-	PAIDB-REI	PMID:21212362,PMID:21575176
NZ_CP012907.1	Helicobacter pylori F31	1	3000	AB191070	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori F32	1	37800	AB120419	glr (glutamate racemase)	PAIDB-REI	PMID:15184428
NZ_CP012907.1	Helicobacter pylori F32	1	36300	NC_017366_P1	-	PAIDB-REI	PMID:21212362,PMID:21575176
NZ_CP012907.1	Helicobacter pylori F36	1	3500	AB090080	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori F37	1	3500	AB190934	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori F44	1	3000	AB191074	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori F52	1	3000	AB191075	glr (glutamate racemase)	PAIDB-REI	PMID:16081930
NZ_CP012907.1	Helicobacter pylori F55	1	3700	AB090081	glr (glutamate racemase)	PAIDB-REI	PMID:12391297
NZ_CP012907.1	Helicobacter pylori F57	1	36500	NC_017367_P1	-	PAIDB-REI	PMID:21212362,PMID:21575176
